Origin,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12
BOS,8172.0,15370.0,25048.0,34950.0,45091.0,55457.0,66173.0,76767.0,86427.0,96518.0,105902.0,114895.0,123686.0,132117.0,141925.0,151695.0,162296.0,173051.0,183946.0,195009.0,205026.0,215378.0,225090.0,234283.0,243492.0,251693.0,261792.0,272157.0,283009.0,293709.0,304622.0,315719.0,325778.0,336653.0,346793.0,356670.0,367011.0,377081.0,388017.0,400458.0,413392.0,426234.0,439127.0,452182.0,464227.0,477109.0,489044.0,500627.0,511331.0,521511.0,533826.0,546459.0,559254.0,571628.0,584180.0,597263.0,609483.0,622915.0,635447.0,647643.0
BPT,88.0,161.0,234.0,315.0,395.0,481.0,570.0,660.0,743.0,828.0,906.0,990.0,1072.0,1134.0,1194.0,1253.0,1313.0,1370.0,1432.0,1474.0,1474.0,1474.0,1475.0,1519.0,1523.0,1523.0,1523.0,1523.0,1523.0,1523.0,1523.0,1523.0,1523.0,1523.0,1523.0,1523.0,1583.0,1632.0,1691.0,1750.0,1810.0,1882.0,1954.0,2033.0,2105.0,2182.0,2259.0,2338.0,2419.0,2486.0,2565.0,2636.0,2717.0,2794.0,2881.0,2967.0,3045.0,3135.0,3222.0,3298.0
BQK,84.0,161.0,238.0,314.0,392.0,467.0,545.0,625.0,705.0,790.0,871.0,954.0,1039.0,1120.0,1209.0,1294.0,1380.0,1465.0,1555.0,1644.0,1725.0,1805.0,1886.0,1970.0,2049.0,2126.0,2214.0,2292.0,2377.0,2462.0,2547.0,2621.0,2621.0,2647.0,2651.0,2651.0,2728.0,2805.0,2893.0,2978.0,3065.0,3152.0,3242.0,3333.0,3417.0,3504.0,3589.0,3675.0,3758.0,3834.0,3921.0,4006.0,4094.0,4181.0,4272.0,4362.0,4436.0,4524.0,4607.0,4696.0
BQN,112.0,194.0,291.0,391.0,510.0,661.0,832.0,983.0,1078.0,1174.0,1289.0,1427.0,1589.0,1702.0,1816.0,1922.0,2092.0,2276.0,2479.0,2675.0,2813.0,2953.0,3097.0,3253.0,3410.0,3535.0,3672.0,3805.0,3966.0,4151.0,4351.0,4529.0,4598.0,4641.0,4705.0,4827.0,4928.0,5020.0,5159.0,5304.0,5486.0,5680.0,5893.0,6086.0,6226.0,6386.0,6558.0,6761.0,6956.0,7120.0,7308.0,7494.0,7712.0,7927.0,8137.0,8311.0,8462.0,8625.0,8835.0,9042.0
BRD,52.0,99.0,152.0,204.0,256.0,308.0,369.0,429.0,481.0,534.0,583.0,635.0,687.0,734.0,787.0,838.0,891.0,943.0,1005.0,1063.0,1115.0,1167.0,1216.0,1263.0,1316.0,1364.0,1418.0,1468.0,1522.0,1574.0,1636.0,1694.0,1745.0,1798.0,1847.0,1898.0,1947.0,1993.0,2044.0,2094.0,2148.0,2199.0,2260.0,2318.0,2368.0,2422.0,2474.0,2524.0,2575.0,2618.0,2670.0,2719.0,2773.0,2823.0,2883.0,2940.0,2991.0,3045.0,3094.0,3147.0
BRO,192.0,379.0,607.0,810.0,1018.0,1245.0,1477.0,1704.0,1890.0,2086.0,2270.0,2454.0,2637.0,2822.0,3023.0,3190.0,3382.0,3632.0,3826.0,4014.0,4165.0,4305.0,4367.0,4441.0,4547.0,4627.0,4738.0,4843.0,4953.0,5015.0,5118.0,5185.0,5275.0,5381.0,5433.0,5483.0,5645.0,5827.0,6039.0,6230.0,6437.0,6659.0,6885.0,7119.0,7356.0,7587.0,7804.0,8004.0,8189.0,8361.0,8587.0,8784.0,9008.0,9233.0,9470.0,9705.0,9949.0,10195.0,10424.0,10633.0
BRW,80.0,148.0,225.0,299.0,376.0,452.0,522.0,596.0,671.0,751.0,826.0,902.0,979.0,1047.0,1121.0,1199.0,1276.0,1350.0,1430.0,1509.0,1582.0,1659.0,1735.0,1812.0,1888.0,1958.0,2035.0,2112.0,2190.0,2265.0,2341.0,2418.0,2495.0,2572.0,2629.0,2690.0,2751.0,2803.0,2865.0,2924.0,2986.0,3045.0,3105.0,3165.0,3223.0,3285.0,3342.0,3403.0,3463.0,3516.0,3575.0,3635.0,3695.0,3753.0,3813.0,3875.0,3933.0,3993.0,4050.0,4110.0
BTM,59.0,113.0,174.0,229.0,291.0,351.0,413.0,474.0,534.0,595.0,652.0,708.0,765.0,819.0,876.0,931.0,987.0,1043.0,1100.0,1158.0,1214.0,1271.0,1325.0,1377.0,1431.0,1482.0,1540.0,1594.0,1649.0,1705.0,1762.0,1820.0,1872.0,1930.0,1981.0,2037.0,2095.0,2146.0,2203.0,2259.0,2316.0,2371.0,2428.0,2486.0,2541.0,2599.0,2655.0,2712.0,2770.0,2822.0,2879.0,2935.0,2993.0,3048.0,3106.0,3163.0,3219.0,3277.0,3331.0,3389.0
BTR,640.0,1229.0,1898.0,2545.0,3188.0,3834.0,4503.0,5159.0,5753.0,6401.0,7037.0,7631.0,8216.0,8776.0,9361.0,9930.0,10519.0,11126.0,11734.0,12280.0,12795.0,13316.0,13846.0,14383.0,14873.0,15335.0,15885.0,16449.0,17046.0,17663.0,18251.0,18821.0,19326.0,19868.0,20370.0,20831.0,21390.0,21954.0,22600.0,23227.0,23875.0,24520.0,25191.0,25861.0,26440.0,27086.0,27700.0,28265.0,28868.0,29413.0,30030.0,30666.0,31276.0,31914.0,32523.0,33151.0,33780.0,34472.0,35132.0,35771.0
BTV,231.0,398.0,627.0,880.0,1120.0,1377.0,1676.0,1953.0,2298.0,2643.0,2871.0,3229.0,3474.0,3757.0,4087.0,4368.0,4721.0,5087.0,5444.0,5841.0,6206.0,6558.0,6783.0,7116.0,7392.0,7636.0,7883.0,8177.0,8419.0,8711.0,9001.0,9282.0,9585.0,9892.0,10068.0,10262.0,10938.0,11550.0,12172.0,12933.0,13670.0,14499.0,15397.0,16307.0,17162.0,18036.0,18845.0,19575.0,20229.0,20844.0,21549.0,22187.0,22905.0,23777.0,24740.0,25691.0,26566.0,27382.0,28176.0,28943.0
BUF,1245.0,2400.0,3929.0,5504.0,7169.0,8764.0,10424.0,12000.0,13505.0,15090.0,16562.0,18061.0,19309.0,20544.0,22151.0,23653.0,25240.0,26744.0,28288.0,29874.0,31413.0,32903.0,34344.0,35724.0,37055.0,38277.0,39704.0,41169.0,42700.0,44264.0,45834.0,47421.0,48744.0,50199.0,51684.0,53104.0,55023.0,56783.0,58900.0,60946.0,63152.0,65376.0,67622.0,69837.0,72058.0,74417.0,76544.0,78625.0,80364.0,81969.0,84115.0,86202.0,88325.0,90409.0,92545.0,94739.0,96785.0,98860.0,100859.0,102782.0
BUR,1656.0,3155.0,4881.0,6557.0,8253.0,9948.0,11740.0,13467.0,15134.0,16887.0,18574.0,20280.0,21999.0,23661.0,25435.0,27235.0,29105.0,30976.0,32839.0,34813.0,36689.0,38589.0,40445.0,42390.0,44284.0,45918.0,47959.0,49985.0,52115.0,54233.0,56348.0,58559.0,60594.0,62760.0,64872.0,66990.0,69193.0,71147.0,73322.0,75557.0,77812.0,79897.0,82098.0,84364.0,86485.0,88698.0,90896.0,93057.0,95343.0,97342.0,99701.0,102120.0,104539.0,107197.0,110116.0,113005.0,115730.0,118646.0,121194.0,123789.0
BWI,6752.0,12641.0,20058.0,27880.0,35958.0,44081.0,52742.0,60908.0,68586.0,76577.0,84419.0,92320.0,98860.0,105361.0,113149.0,120977.0,129287.0,137665.0,146221.0,154472.0,162277.0,170409.0,178521.0,186702.0,194185.0,200834.0,208822.0,216937.0,225668.0,234594.0,243694.0,252478.0,260411.0,268935.0,277390.0,285803.0,294110.0,301437.0,309978.0,318994.0,328235.0,337470.0,346774.0,355744.0,364131.0,372923.0,381479.0,390032.0,397482.0,404025.0,412378.0,420880.0,429786.0,438650.0,447807.0,456937.0,465290.0,474161.0,482950.0,491912.0
BZN,250.0,516.0,814.0,1014.0,1183.0,1540.0,2047.0,2567.0,2986.0,3319.0,3569.0,3890.0,4157.0,4455.0,4821.0,5068.0,5309.0,5675.0,6237.0,6748.0,7182.0,7493.0,7704.0,8098.0,8442.0,8772.0,9172.0,9399.0,9693.0,10195.0,10824.0,11435.0,11875.0,12263.0,12600.0,13047.0,13578.0,14037.0,14551.0,14900.0,15208.0,15773.0,16438.0,17110.0,17575.0,17969.0,18292.0,18842.0,19415.0,19931.0,20578.0,21061.0,21559.0,22224.0,22980.0,23678.0,24203.0,24629.0,25022.0,25592.0
CAE,515.0,974.0,1471.0,1915.0,2371.0,2823.0,3277.0,3736.0,4177.0,4590.0,5025.0,5439.0,5863.0,6266.0,6715.0,7101.0,7472.0,7826.0,8185.0,8539.0,8879.0,9162.0,9494.0,9802.0,10121.0,10422.0,10765.0,11098.0,11437.0,11776.0,12118.0,12451.0,12755.0,13063.0,13359.0,13559.0,13962.0,14345.0,14826.0,15408.0,16060.0,16621.0,17209.0,17818.0,18366.0,18990.0,19604.0,20192.0,20809.0,21395.0,22087.0,22750.0,23395.0,23957.0,24529.0,25136.0,25728.0,26346.0,26926.0,27529.0
CAK,550.0,1038.0,1680.0,2250.0,2837.0,3384.0,3956.0,4486.0,4945.0,5434.0,5976.0,6463.0,6945.0,7439.0,7970.0,8416.0,8815.0,9234.0,9617.0,10005.0,10400.0,10866.0,11270.0,11680.0,12165.0,12639.0,13202.0,13760.0,14349.0,14866.0,15328.0,15773.0,16163.0,16553.0,16974.0,17377.0,18011.0,18558.0,19170.0,19789.0,20382.0,20958.0,21585.0,22231.0,22807.0,23480.0,24102.0,24653.0,25176.0,25632.0,26194.0,26751.0,27305.0,27827.0,28342.0,28843.0,29368.0,29830.0,30287.0,30775.0
CDC,53.0,100.0,153.0,205.0,257.0,309.0,363.0,415.0,467.0,520.0,571.0,625.0,676.0,725.0,779.0,830.0,883.0,935.0,987.0,1041.0,1093.0,1145.0,1197.0,1250.0,1302.0,1350.0,1404.0,1453.0,1506.0,1558.0,1610.0,1664.0,1715.0,1768.0,1819.0,1870.0,1922.0,1970.0,2023.0,2074.0,2128.0,2179.0,2231.0,2285.0,2335.0,2388.0,2439.0,2491.0,2545.0,2593.0,2645.0,2697.0,2754.0,2839.0,2928.0,3016.0,3097.0,3151.0,3201.0,3253.0
CDV,59.0,113.0,173.0,231.0,293.0,352.0,414.0,476.0,536.0,598.0,656.0,714.0,773.0,831.0,893.0,953.0,1014.0,1074.0,1133.0,1190.0,1250.0,1312.0,1369.0,1424.0,1476.0,1528.0,1588.0,1648.0,1710.0,1769.0,1830.0,1892.0,1950.0,2011.0,2068.0,2126.0,2184.0,2238.0,2300.0,2360.0,2422.0,2482.0,2544.0,2606.0,2666.0,2728.0,2783.0,2840.0,2898.0,2950.0,3012.0,3072.0,3133.0,3192.0,3253.0,3314.0,3374.0,3434.0,3489.0,3546.0
CEC,58.0,107.0,161.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0
CGI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,93.0,134.0,187.0,238.0,290.0,340.0,391.0,441.0,489.0,543.0,593.0,638.0,707.0,774.0,852.0,930.0,1014.0,1090.0,1174.0,1255.0,1335.0,1420.0,1498.0,1553.0
CHA,305.0,605.0,978.0,1370.0,1783.0,2175.0,2576.0,2980.0,3366.0,3781.0,4173.0,4540.0,4880.0,5232.0,5622.0,5987.0,6375.0,6756.0,7085.0,7417.0,7824.0,8282.0,8707.0,9084.0,9482.0,9869.0,10333.0,10765.0,11089.0,11441.0,11709.0,12020.0,12281.0,12531.0,12748.0,13024.0,13629.0,14208.0,14870.0,15545.0,16247.0,16998.0,17793.0,18611.0,19308.0,20025.0,20697.0,21366.0,22087.0,22777.0,23553.0,24375.0,25109.0,25789.0,26514.0,27260.0,27968.0,28744.0,29451.0,30134.0
CHO,183.0,341.0,537.0,712.0,908.0,1080.0,1271.0,1475.0,1697.0,1933.0,2145.0,2328.0,2486.0,2631.0,2832.0,3035.0,3237.0,3437.0,3632.0,3838.0,4035.0,4258.0,4479.0,4676.0,4882.0,5077.0,5270.0,5430.0,5657.0,5804.0,5932.0,6086.0,6227.0,6445.0,6647.0,6818.0,7230.0,7634.0,8125.0,8582.0,9048.0,9482.0,9936.0,10404.0,10854.0,11327.0,11767.0,12175.0,12618.0,13027.0,13533.0,14009.0,14504.0,14967.0,15388.0,15852.0,16348.0,16892.0,17401.0,17879.0
CHS,894.0,1617.0,2614.0,3767.0,4897.0,5956.0,7114.0,8237.0,9305.0,10509.0,11699.0,12752.0,13727.0,14650.0,15867.0,17203.0,18575.0,19897.0,21257.0,22567.0,23765.0,24927.0,26093.0,27077.0,28013.0,28870.0,29903.0,31058.0,32306.0,33525.0,34747.0,35983.0,37094.0,38374.0,39532.0,40595.0,41970.0,43495.0,45337.0,47240.0,49406.0,51625.0,53868.0,56008.0,57695.0,59751.0,61716.0,63589.0,65252.0,66810.0,68818.0,70940.0,73301.0,75605.0,77944.0,80287.0,82234.0,84534.0,86707.0,88713.0
CID,635.0,1195.0,1821.0,2439.0,3135.0,3773.0,4467.0,5107.0,5584.0,6113.0,6589.0,7117.0,7352.0,7666.0,8099.0,8527.0,8962.0,9356.0,9663.0,10021.0,10436.0,10795.0,11206.0,11500.0,11823.0,12123.0,12388.0,12820.0,13257.0,13759.0,14308.0,14869.0,15370.0,15863.0,16321.0,16705.0,17415.0,18062.0,18853.0,19585.0,20357.0,21121.0,21900.0,22701.0,23476.0,24290.0,25028.0,25740.0,26401.0,26999.0,27748.0,28421.0,29207.0,30067.0,30947.0,31793.0,32528.0,33382.0,34158.0,34932.0
CIU,57.0,105.0,163.0,217.0,277.0,300.0,361.0,423.0,481.0,538.0,595.0,653.0,709.0,766.0,824.0,879.0,936.0,992.0,1052.0,1111.0,1166.0,1223.0,1277.0,1331.0,1379.0,1429.0,1482.0,1536.0,1594.0,1650.0,1707.0,1764.0,1819.0,1877.0,1932.0,1988.0,2045.0,2094.0,2145.0,2196.0,2252.0,2306.0,2363.0,2421.0,2476.0,2533.0,2587.0,2643.0,2699.0,2743.0,2798.0,2852.0,2910.0,2965.0,3023.0,3079.0,3135.0,3193.0,3249.0,3301.0
CKB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,110.0,176.0,231.0,296.0,361.0,425.0,492.0,566.0,635.0,694.0,760.0,827.0,894.0,954.0,1010.0,1080.0,1144.0,1215.0,1299.0,1388.0,1458.0,1517.0,1587.0,1653.0,1725.0
CLD,200.0,380.0,588.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0,628.0
CLE,2905.0,5583.0,8617.0,11712.0,15060.0,18264.0,21564.0,24846.0,27946.0,31148.0,34177.0,36967.0,39572.0,42093.0,44867.0,47630.0,50508.0,53527.0,56540.0,59577.0,62460.0,65369.0,67978.0,70513.0,73065.0,75387.0,78096.0,80811.0,83821.0,86914.0,90051.0,93315.0,96460.0,99675.0,102637.0,105525.0,109254.0,112765.0,116757.0,120738.0,124794.0,128847.0,132988.0,137106.0,141006.0,145100.0,148936.0,152814.0,156514.0,159952.0,164168.0,168225.0,172498.0,176761.0,181053.0,185327.0,189419.0,193549.0,197343.0,201213.0
CLL,197.0,362.0,540.0,736.0,946.0,1166.0,1380.0,1597.0,1802.0,2020.0,2231.0,2418.0,2471.0,2521.0,2570.0,2615.0,2729.0,2850.0,2937.0,3042.0,3171.0,3306.0,3411.0,3531.0,3638.0,3713.0,3822.0,3951.0,4122.0,4211.0,4294.0,4380.0,4487.0,4607.0,4729.0,4821.0,4981.0,5143.0,5347.0,5556.0,5737.0,5912.0,6109.0,6313.0,6499.0,6696.0,6892.0,7078.0,7252.0,7415.0,7614.0,7796.0,7986.0,8158.0,8338.0,8528.0,8721.0,8928.0,9119.0,9281.0
CLT,9206.0,17015.0,26273.0,35096.0,44263.0,53195.0,62500.0,71633.0,80696.0,90233.0,99384.0,108589.0,117204.0,125781.0,135090.0,144077.0,153562.0,162695.0,171892.0,181338.0,190486.0,199878.0,208926.0,217844.0,226696.0,234979.0,244552.0,253907.0,263764.0,273131.0,282668.0,292415.0,301496.0,311253.0,320400.0,329484.0,346971.0,363719.0,382780.0,401979.0,421952.0,440469.0,460425.0,480874.0,499695.0,519598.0,538425.0,556279.0,575051.0,592197.0,611731.0,630673.0,650430.0,669451.0,688935.0,708680.0,728028.0,748446.0,767983.0,787604.0
CMH,1973.0,3752.0,6082.0,8309.0,10525.0,12780.0,15108.0,17317.0,19366.0,21544.0,23675.0,25735.0,27474.0,29153.0,31111.0,32893.0,34807.0,36844.0,38865.0,40848.0,42745.0,44667.0,46587.0,48523.0,50374.0,52058.0,54067.0,56089.0,58124.0,60168.0,62282.0,64382.0,66228.0,68233.0,70202.0,72081.0,75354.0,78515.0,82407.0,86119.0,89845.0,93711.0,97671.0,101563.0,105214.0,109188.0,113042.0,116827.0,120382.0,123638.0,127659.0,131462.0,135411.0,139375.0,143422.0,147502.0,151389.0,155567.0,159667.0,163720.0
CMI,187.0,348.0,528.0,696.0,872.0,1041.0,1216.0,1401.0,1593.0,1798.0,1998.0,2199.0,2199.0,2199.0,2199.0,2199.0,2199.0,2199.0,2199.0,2199.0,2199.0,2199.0,2199.0,2199.0,2199.0,2199.0,2199.0,2199.0,2199.0,2199.0,2199.0,2199.0,2199.0,2199.0,2199.0,2199.0,2377.0,2533.0,2731.0,2925.0,3118.0,3305.0,3506.0,3704.0,3888.0,4091.0,4279.0,4467.0,4650.0,4817.0,5021.0,5231.0,5493.0,5742.0,5998.0,6261.0,6512.0,6779.0,7019.0,7259.0
CMX,49.0,96.0,156.0,212.0,272.0,327.0,386.0,447.0,505.0,565.0,622.0,679.0,736.0,789.0,847.0,902.0,962.0,1023.0,1082.0,1142.0,1201.0,1263.0,1319.0,1370.0,1420.0,1473.0,1526.0,1584.0,1642.0,1701.0,1761.0,1821.0,1881.0,1941.0,1996.0,2048.0,2105.0,2153.0,2213.0,2270.0,2330.0,2388.0,2449.0,2510.0,2567.0,2626.0,2682.0,2738.0,2786.0,2833.0,2891.0,2944.0,3005.0,3064.0,3123.0,3182.0,3239.0,3300.0,3357.0,3410.0
CNY,54.0,101.0,154.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,256.0,308.0,360.0,413.0,465.0,517.0,570.0,621.0,667.0,709.0,760.0,809.0,861.0,909.0,958.0,1015.0,1081.0,1149.0,1178.0,1208.0
COD,58.0,112.0,173.0,230.0,291.0,380.0,477.0,554.0,586.0,616.0,648.0,681.0,714.0,743.0,806.0,865.0,953.0,1073.0,1192.0,1310.0,1414.0,1478.0,1536.0,1591.0,1650.0,1705.0,1767.0,1827.0,1892.0,2002.0,2124.0,2237.0,2338.0,2400.0,2452.0,2512.0,2572.0,2628.0,2717.0,2805.0,2897.0,2946.0,2985.0,3055.0,3151.0,3212.0,3267.0,3321.0,3380.0,3407.0,3443.0,3500.0,3567.0,3618.0,3657.0,3698.0,3741.0,3761.0,3761.0,3762.0
COS,582.0,1109.0,1744.0,2386.0,3052.0,3721.0,4354.0,4989.0,5574.0,6179.0,6743.0,7350.0,7972.0,8525.0,9093.0,9708.0,10396.0,11086.0,11812.0,12556.0,13290.0,14022.0,14745.0,15509.0,16234.0,16865.0,17571.0,18243.0,18931.0,19688.0,20545.0,21456.0,22254.0,23092.0,23820.0,24627.0,25488.0,26237.0,27066.0,27817.0,28653.0,29589.0,30579.0,31534.0,32401.0,33235.0,34002.0,34785.0,35475.0,36131.0,36876.0,37577.0,38436.0,39318.0,40251.0,41189.0,42075.0,42926.0,43758.0,44624.0
COU,120.0,219.0,332.0,443.0,549.0,659.0,778.0,894.0,1006.0,1129.0,1242.0,1364.0,1364.0,1364.0,1364.0,1364.0,1364.0,1364.0,1364.0,1364.0,1364.0,1364.0,1364.0,1364.0,1364.0,1364.0,1390.0,1420.0,1450.0,1479.0,1509.0,1602.0,1692.0,1783.0,1869.0,1977.0,2151.0,2308.0,2489.0,2715.0,2940.0,3115.0,3286.0,3453.0,3616.0,3818.0,3987.0,4140.0,4297.0,4443.0,4650.0,4779.0,5001.0,5201.0,5387.0,5574.0,5738.0,5918.0,6129.0,6323.0
CPR,163.0,307.0,505.0,694.0,812.0,976.0,1186.0,1374.0,1516.0,1653.0,1785.0,1881.0,2020.0,2100.0,2199.0,2313.0,2474.0,2624.0,2758.0,2890.0,3001.0,3157.0,3248.0,3338.0,3406.0,3458.0,3543.0,3608.0,3670.0,3730.0,3791.0,3857.0,3910.0,3993.0,4080.0,4140.0,4222.0,4292.0,4355.0,4417.0,4475.0,4576.0,4684.0,4794.0,4854.0,4921.0,5030.0,5120.0,5188.0,5248.0,5315.0,5398.0,5488.0,5596.0,5715.0,5846.0,5943.0,6014.0,6073.0,6165.0
CRP,535.0,1019.0,1569.0,2120.0,2666.0,3037.0,3400.0,3731.0,4028.0,4387.0,4754.0,5075.0,5316.0,5550.0,5800.0,6084.0,6338.0,6556.0,6802.0,7046.0,7265.0,7494.0,7753.0,7983.0,8180.0,8382.0,8657.0,8874.0,9188.0,9396.0,9611.0,9771.0,9964.0,10191.0,10408.0,10595.0,11006.0,11385.0,11842.0,12317.0,12775.0,13219.0,13674.0,14158.0,14607.0,15108.0,15571.0,16001.0,16440.0,16847.0,17324.0,17779.0,18243.0,18695.0,19189.0,19676.0,20183.0,20701.0,21182.0,21703.0
CRW,175.0,329.0,558.0,788.0,1026.0,1249.0,1467.0,1688.0,1898.0,2122.0,2330.0,2539.0,2724.0,2904.0,3104.0,3324.0,3556.0,3786.0,4008.0,4226.0,4436.0,4654.0,4853.0,5029.0,5209.0,5385.0,5587.0,5773.0,6000.0,6215.0,6337.0,6474.0,6562.0,6673.0,6804.0,6987.0,7343.0,7676.0,8062.0,8466.0,8871.0,9185.0,9570.0,9982.0,10352.0,10745.0,11112.0,11469.0,11796.0,12108.0,12478.0,12837.0,13216.0,13556.0,13893.0,14267.0,14681.0,15080.0,15468.0,15848.0
CSG,80.0,169.0,280.0,392.0,501.0,576.0,678.0,777.0,883.0,995.0,1098.0,1172.0,1253.0,1347.0,1467.0,1582.0,1699.0,1803.0,1909.0,2018.0,2116.0,2225.0,2326.0,2398.0,2472.0,2555.0,2673.0,2770.0,2882.0,2989.0,3093.0,3190.0,3213.0,3214.0,3214.0,3214.0,3294.0,3378.0,3496.0,3612.0,3730.0,3842.0,3954.0,4074.0,4180.0,4295.0,4401.0,4476.0,4558.0,4636.0,4753.0,4868.0,4987.0,5100.0,5214.0,5332.0,5440.0,5555.0,5665.0,5745.0
CVG,1647.0,3149.0,4954.0,6740.0,8646.0,10547.0,12430.0,14364.0,16130.0,18033.0,19759.0,21370.0,22599.0,23868.0,25283.0,26634.0,28095.0,29569.0,30879.0,32159.0,33251.0,34471.0,35596.0,36685.0,37712.0,38690.0,40096.0,41424.0,42973.0,44862.0,46830.0,48790.0,50497.0,52222.0,53785.0,55240.0,58748.0,62106.0,66101.0,70192.0,74495.0,78851.0,83199.0,87663.0,91737.0,96049.0,99997.0,103753.0,107345.0,110705.0,114821.0,118837.0,123185.0,127346.0,131483.0,135638.0,139531.0,143580.0,147356.0,151097.0
CWA,111.0,223.0,362.0,480.0,598.0,709.0,823.0,949.0,1085.0,1230.0,1384.0,1506.0,1560.0,1612.0,1645.0,1700.0,1758.0,1855.0,1933.0,2015.0,2073.0,2160.0,2234.0,2287.0,2342.0,2404.0,2539.0,2674.0,2835.0,2974.0,3097.0,3206.0,3260.0,3316.0,3369.0,3412.0,3604.0,3796.0,4051.0,4323.0,4622.0,4864.0,5112.0,5354.0,5568.0,5791.0,5998.0,6187.0,6364.0,6521.0,6748.0,6958.0,7188.0,7405.0,7623.0,7853.0,8076.0,8308.0,8515.0,8699.0
CYS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,57.0,88.0,116.0,144.0,171.0,225.0,276.0,334.0,393.0,451.0,482.0,507.0,537.0
DAB,119.0,244.0,399.0,548.0,699.0,848.0,997.0,1132.0,1243.0,1362.0,1477.0,1605.0,1750.0,1907.0,2089.0,2269.0,2448.0,2626.0,2809.0,2973.0,3117.0,3259.0,3404.0,3564.0,3713.0,3860.0,4044.0,4209.0,4386.0,4560.0,4738.0,4915.0,5058.0,5220.0,5376.0,5528.0,5782.0,6050.0,6380.0,6681.0,6983.0,7276.0,7586.0,7892.0,8179.0,8473.0,8751.0,9012.0,9271.0,9511.0,9843.0,10141.0,10421.0,10690.0,10964.0,11235.0,11462.0,11728.0,11988.0,12264.0
DAL,5065.0,9550.0,14552.0,19666.0,24979.0,30295.0,35821.0,41567.0,47289.0,53162.0,58796.0,64545.0,70261.0,75659.0,81533.0,87071.0,92766.0,98361.0,104004.0,109758.0,115390.0,121174.0,126867.0,132645.0,138402.0,143628.0,149526.0,155119.0,160950.0,166611.0,172403.0,178120.0,183663.0,189564.0,195343.0,201137.0,207031.0,212290.0,218345.0,224127.0,230067.0,235921.0,241899.0,247918.0,253577.0,259541.0,265243.0,270965.0,277065.0,282381.0,288388.0,294048.0,299818.0,305680.0,311871.0,317998.0,323988.0,330239.0,336181.0,342397.0
