Tail_Number,AVG(TaxiIn)
N378NW,7.3132
N860DA,8.4286
N830MH,12.9556
N866DA,7.2857
N919DN,6.5058
N673US,7.4545
N844MH,12.9630
N178DZ,10.8632
N836MH,13.1608
N1603,10.3088
N179DN,11.4987
N593NW,7.9684
N907EV,7.7588
N901EV,7.9384
N904EV,7.8350
N876AS,7.7974
N902EV,7.8736
N877AS,8.1780
N905EV,7.8847
N879AS,8.0128
N880AS,7.8292
N909EV,8.2206
N906EV,7.9398
N830AS,8.6235
N903EV,8.0368
N908EV,8.2169
N705TW,10.0259
N13970,7.8282
N22909,7.8272
N13956,8.2191
N18114,8.2101
N11150,8.2319
N16963,8.1324
N26141,8.0550
N29906,8.0312
N14974,8.0106
N12135,7.9819
N19966,7.9683
N18101,8.9450
N16571,7.9440
N12166,8.0102
N12922,7.9148
N13553,7.8707
N23139,7.7899
N14188,8.0024
N14153,7.8636
N16954,7.5962
N21197,8.0067
N11121,8.7405
N14905,7.8860
N16151,7.3636
N814NW,7.8212
N855NW,13.1967
N900EV,5.9642
N856AS,6.3028
N936EV,6.3108
N979EV,6.1232
N708EV,6.7802
N676CA,6.7036
N848AS,5.9478
N849AS,5.8556
N858AS,5.9908
N919EV,6.1588
N974EV,5.9908
N137EV,6.7581
N607LR,6.7077
N678CA,6.6884
N538CA,6.6078
N153PQ,6.6519
N691CA,6.7143
N146PQ,6.6243
N232PQ,6.7697
N582CA,6.5679
N695CA,6.7304
N176PQ,6.6420
N166PQ,6.6216
N147PQ,6.7972
N228PQ,6.7816
N873AS,6.3163
N600QX,6.8815
N138EV,6.7994
N606LR,6.6460
N134EV,6.7569
N937EV,6.8776
N755EV,7.4999
N730EV,7.4445
N723EV,6.8022
N709EV,6.5537
N722EV,7.7764
N724EV,6.6451
N719EV,6.8708
N740EV,7.3375
N759EV,7.6705
N608QX,6.8965
N604QX,6.9544
N614QX,6.9701
N398CA,6.8523
N753EV,7.5072
N712EV,6.5488
N707EV,6.6519
N718EV,6.7759
N720EV,6.8703
N133EV,6.7407
N713EV,6.5626
N738EV,6.6912
N850AS,6.0030
N844AS,6.1321
N921EV,6.1947
N981EV,6.6694
N186PQ,6.6901
N760EV,7.4008
N754EV,6.8558
N710EV,6.7909
N750EV,7.4638
N371CA,6.8103
N751EV,7.7500
N748EV,7.4752
N391CA,6.7972
N752EV,7.5240
N132EV,6.9010
N717EV,6.8088
N980EV,6.4724
N741EV,7.3918
N761ND,7.6499
N758EV,7.5512
N615QX,6.9079
N605QX,6.7639
N744EV,7.5388
N136EV,6.7870
N716EV,6.8929
N197PQ,6.7292
N860AS,6.3802
N611QX,6.8698
N861AS,6.1323
N871AS,6.6842
N917EV,6.2590
N841AS,5.9276
N853AS,6.0208
N181PQ,6.7564
N195PQ,6.7359
N200PQ,6.7260
N131EV,6.6551
N872AS,5.8854
N835AS,6.0344
N820AS,6.0534
N836AS,5.9710
N834AS,5.9152
N832AS,6.1191
N833AS,5.4232
N827AS,6.2679
N204FR,9.3982
N205FR,10.6590
N206FR,10.3938
N207FR,10.3037
N208FR,10.3967
N209FR,10.7853
N210FR,10.1581
N211FR,10.4120
N213FR,10.2351
N214FR,10.3721
N218FR,10.3095
N219FR,10.3456
N220FR,10.4248
N221FR,10.4085
N223FR,10.3928
N227FR,10.3258
N902FR,9.4906
N905FR,9.8149
N908FR,8.9908
N910FR,9.9073
N912FR,8.8963
N918FR,9.4783
N919FR,9.6809
N920FR,9.8779
N921FR,9.7662
N922FR,9.8624
N923FR,10.0201
N924FR,8.9746
N925FR,9.2557
N926FR,9.6437
N927FR,9.8226
N929FR,8.6585
N931FR,8.9394
N932FR,9.7467
N933FR,9.1494
N934FR,9.3229
N935FR,9.8305
N938FR,9.7301
N939FR,9.8799
N941FR,9.8253
N943FR,9.7498
N947FR,9.6228
N948FR,9.8338
N949FR,9.8274
N951FR,9.7833
N952FR,9.6773
N953FR,9.8520
N954FR,9.2992
N201FR,10.4944
N203FR,10.4474
N928FR,9.8843
N202FR,10.3556
N216FR,10.4620
N906FR,9.5670
N581HA,7.5578
N587HA,7.4064
N588HA,7.3228
N589HA,6.7260
N580HA,7.3444
N582HA,7.4120
N391HA,9.8873
N392HA,9.8419
N384HA,9.7613
N382HA,9.6051
N390HA,9.9285
N386HA,9.6205
N388HA,9.7321
N590HA,7.4233
N583HA,7.3149
N592HA,7.4591
N594HA,7.1527
N383HA,9.5449
N396HA,9.7348
N385HA,9.8179
N395HA,9.4718
N380HA,9.6661
N399HA,9.5870
N374HA,10.1630
N373HA,9.7196
N393HA,9.6754
N389HA,9.7431
N381HA,9.4312
N370HA,9.7711
N652MQ,7.9744
N831MQ,8.3797
N667MQ,8.3155
N502MQ,8.1311
N802MQ,11.0750
N619MQ,8.9457
N825MQ,8.4920
N821MQ,8.5813
N850MQ,8.6667
N931MQ,8.6740
N806MQ,8.1099
N543MQ,8.3886
N856MQ,8.9013
N693MQ,8.5252
N659MQ,8.0089
N664MQ,8.5233
N654MQ,8.6737
N601MQ,8.3964
N669MQ,8.6145
N979DL,6.6367
N537US,8.0615
N709TW,10.2643
N811NW,8.4204
N923AT,6.9901
N863DA,11.4906
N833DN,7.2554
N832DN,7.2237
N188DN,11.6274
N812NW,8.1333
N851NW,10.6308
N807NW,7.7953
N186DN,10.0584
N176DN,11.0216
N963AT,7.1237
N988AT,6.9993
N16065,11.3197
N177DN,10.7908
N173DZ,10.2724
N829MH,12.5370
N946JB,8.9261
N817NW,7.8519
N191DN,11.4605
N175DZ,9.9421
N831MH,12.6133
N174DZ,10.8721
N16981,7.8493
N813NW,7.9113
N704DK,10.6259
N490HA,6.5566
N130SY,8.1527
N918US,9.0803
N132SY,8.2015
N131SY,8.1759
N605SW,6.0223
N7725A,5.7613
N7729A,5.6653
N653UA,9.8438
N68834,8.3383
N69840,8.2867
N7717D,5.6636
N8659D,6.2360
N8660A,6.2225
N8661A,6.3207
N638NK,9.3445
N215AG,5.4391
N8932C,5.9816
N8968E,6.1828
N602XJ,6.0089
N601XJ,6.0355
N68842,8.3151
N14120,9.6268
N34131,9.7000
N29124,9.5639
N771UA,8.6969
N218UA,10.9349
N66841,8.3879
N669UA,9.4833
N220UA,10.9630
N794UA,11.3787
N798UA,9.7813
N222UA,10.9353
N78008,11.7184
N221UA,10.4563
N226UA,9.9209
N127UA,10.0000
N791UA,10.2138
N777UA,8.6463
N347AA,10.5761
N7AUAA,12.8480
N3AGAA,9.5758
N3MGAA,10.0031
N343AA,9.8968
N394AA,10.4381
N027AA,9.6414
N7AHAA,12.2085
N7ANAA,11.8629
N7ATAA,11.9593
N7CAAA,12.2983
N7ADAA,11.1591
N7BDAA,12.2278
N028AA,9.5875
N863AA,10.5699
N947JB,8.9082
N853NW,10.0175
N854NW,15.3854
N819NW,8.5419
N834MH,12.7868
N858NW,14.0000
N171DN,10.2527
N558WN,5.7490
N206UA,10.4464
N216UA,10.0112
N563WN,5.6119
N919US,9.3053
N920US,9.1779
N566WN,5.6089
N665WN,5.7806
N8662F,6.2395
N564WN,5.7498
N864AA,10.3935
N865AA,10.2060
N3MJAA,10.1826
N3MHAA,10.0415
N029AA,9.5065
N7ASAA,10.6024
N7LAAA,14.3452
N971DL,6.6822
N993AT,7.2359
N859NW,12.8545
N974AT,7.1260
N172DN,11.1067
D942DN,10.2222
N818NW,8.8158
N154DL,11.1695
N834DN,7.2816
N972AT,7.3760
N820NW,7.3114
N835DN,7.3416
N928AT,7.0839
N856NW,10.5098
N842MH,12.1688
N175DN,11.1270
N843MH,12.5247
N810NW,8.7131
N809NW,8.8957
N836DN,7.1815
N673AE,8.3877
N685AE,8.7720
N687JS,8.6019
N671AE,8.5390
N680AE,8.6426
N667GB,8.6418
N228FR,10.3172
N375HA,9.4963
N479HA,6.5760
N844MQ,0.0000
N640NK,9.2301
N639NK,9.3993
N133SY,8.3287
N134SY,8.3024
N135SY,8.1156
N8942A,6.0710
N136SY,8.0832
N67846,8.2440
N67845,8.3541
N64844,8.2687
N441UA,7.5598
N197UA,10.4348
N35953,10.0369
N68843,8.2246
N769UA,8.5963
N227UA,9.8667
N792UA,11.8571
N120UA,12.4615
N26952,11.0598
N121UA,15.1364
N174UA,10.3500
N796UA,10.3366
N74007,12.1023
N177UA,10.8387
N122UA,10.5417
N140SY,8.1977
N8828D,6.0699
N138SY,8.2896
N139SY,8.3378
N118UA,14.4000
N774UA,8.6072
N69847,8.3260
N75853,10.2887
N66848,8.3769
N773UA,9.1282
N38950,11.4521
N13954,10.1211
N104UA,12.1471
N917UY,9.1720
N288AY,9.7715
N922US,8.9898
N923US,9.3398
N921US,9.1617
N117UA,7.8571
N8663A,6.2541
N565WN,5.7835
N8664J,6.3023
N567WN,5.6650
N569WN,5.6320
N866AA,10.1838
N867AA,10.5394
N3MKAA,10.1134
N3MLAA,9.9376
N7AVAA,14.4583
N030AA,9.6482
N472AS,7.9262
N685DA,7.5454
N535US,8.3074
N837DN,7.2284
N971AT,7.0588
N352NB,7.1608
N351NB,7.2418
N983AT,7.1643
N674US,8.0741
N677AE,8.5573
N62849,8.3519
N924US,9.1515
N8665D,6.2644
N47214,5.8373
N68880,8.4718
N570WN,5.7203
N8667D,6.2954
N8668A,6.1089
N7816B,5.6902
N641NK,9.2196
N141SY,8.1927
N142SY,8.3522
N143SY,8.2665
N61881,8.2528
N182UA,13.6471
N667US,6.9394
N839DN,7.3249
N328NB,7.3764
N964AT,7.2296
N838DN,7.3684
N930AT,7.1669
N939AT,7.0131
N861NW,9.9481
N1604R,9.7124
N666US,8.4667
N668US,7.3000
N331NB,7.3528
N664US,6.5000
N942AT,7.0642
N670US,6.0833
N661US,6.8571
N840DN,7.3994
N965AT,7.0789
N675NW,10.0417
N675AE,8.6729
N678AE,8.7612
N676AE,8.6604
N684JW,8.8109
N663US,6.7000
N229FR,10.4329
N378HA,9.7678
N868AA,10.4162
N3MMAA,9.9993
N3MNAA,9.8020
N031AA,9.4396
N8ABAA,11.5949
N8AAAA,13.0545
N948JB,7.6999
N949JB,7.6080
N665US,8.6000
N176DZ,10.9806
N710DN,11.9447
N669US,9.7600
N857NW,10.3605
N144SY,8.3405
N642NK,9.4379
N643NK,9.3947
N15751,7.6821
N61882,8.2703
N38955,11.0455
N128UA,11.6522
N925UY,9.1529
N926UW,9.1307
N927UW,9.2325
N7821L,5.7428
N8669B,6.2175
N7817J,5.6570
N8670A,6.1816
N7818L,5.6108
N997AT,7.1914
N354NB,7.4007
N363NB,7.5842
N545US,8.0007
N717JL,7.1859
N662US,10.3333
N330NB,7.5792
N362NB,7.7314
N672AE,8.7934
N629AE,8.8713
N626AE,8.9409
N950JB,7.4771
N3MPAA,9.8326
N869AA,10.5189
N8AFAA,13.1232
N8AEAA,12.4431
N8ACAA,11.8101
N8ADAA,10.8057
N477AS,7.9679
N7LFAA,14.7935
N870AA,10.3415
N3MRAA,9.9361
N872AA,10.4683
N873AA,10.4938
N032AA,9.4664
N871AA,10.3332
N8AHAA,12.6273
N474AS,7.9419
N479AS,7.8975
N478AS,7.9966
N952JB,7.6224
N841DN,7.4795
N671US,8.0000
N608AT,6.9868
N701DN,10.8442
N702DN,12.4345
N633AE,8.9790
N624AE,8.9360
N808MQ,8.4280
N146SY,8.2645
N145SY,8.2855
N170SY,6.1888
N173SY,6.1289
N171SY,6.1102
N148SY,8.2172
N17752,7.6770
N69885,8.2014
N62883,8.2294
N62884,8.2279
N13227,7.9596
N175UA,12.3000
N703DN,11.0212
N706DN,11.7530
N824NW,9.2260
N949AT,7.1695
N980AT,7.3137
N951AT,7.1435
N982AT,6.9341
N860NW,10.5593
N171UA,11.0000
N7823A,5.7247
7819A,6.0911
N7820L,5.5472
N842DN,7.2810
N840MH,12.9714
N948AT,6.9897
N843DN,7.1497
N996AT,7.1788
N844DN,7.3151
N822NW,9.3720
N658NK,9.7504
N657NK,10.1255
N149SY,8.2908
N12754,7.7442
N17753,7.7541
N61886,8.3020
N107UA,10.0714
N45956,12.4594
N561WN,5.6431
N7820J,6.4013
N7825A,5.7298
N568WN,5.6097
N7828A,5.6145
N3MUAA,9.9420
N874AA,10.1882
N876AA,10.4952
N875AA,10.3919
N8AGAA,12.0184
N481AS,8.0396
N659NK,9.7860
N845DN,7.2599
N823NW,9.1267
N150SY,8.2816
N151SY,8.1963
N69888,8.4129
N61887,8.3808
N26232,7.9785
N14235,7.9716
N27957,10.7765
N62889,8.2636
N27958,11.6946
N281VA,8.6099
N282VA,8.7855
N7827A,5.6145
N7834A,5.6940
N7822A,5.5716
N3MVAA,9.8763
N878AA,10.1826
N3MWAA,9.6441
N8AJAA,13.5407
N8AKAA,13.0522
N483AS,7.8673
N486AS,7.8358
N954JB,7.5958
N955JB,7.6174
N943AT,7.1979
N944AT,7.3010
N952AT,7.2671
N7LKAA,17.1059
N3MXAA,9.8389
N880AA,10.3439
N877AA,10.5121
N8ALAA,13.3800
N978UY,9.3763
N980UY,9.5829
N977UY,9.1792
N956JB,7.5669
N940AT,7.0667
N27959,11.6933
N63890,8.3617
N7819A,5.6629
N7826B,5.6362
N7831B,5.6220
N68891,8.3627
N7844A,5.5481
N7829B,5.6398
N7832A,5.5950
N846DN,7.3385
N950AT,7.2301
N826MH,12.9621
N852NW,12.9211
N947AT,7.2888
N847DN,7.2706
N230FR,10.4063
N701FR,11.1231
N35236,7.8816
N881AA,10.0125
N3MYAA,10.2124
N879AA,10.2672
N882AA,10.2202
N3NAAA,9.9190
N883AA,10.2676
N7LPAA,15.8202
N7LDAA,16.6146
N7LBAA,16.0909
N8AMAA,13.2000
N976UY,9.2043
N974UY,9.1023
N975UY,9.5294
N979UY,9.3253
N981UY,9.2425
N970UY,9.2013
N973UY,9.3925
N972UY,9.3796
N487AS,8.0399
N957JB,7.7978
N62892,8.0882
N283VA,8.7580
N27246,8.1240
N8671D,6.2398
N7830A,5.6005
N7843A,5.5730
N8672F,6.0932
N936AT,6.8944
N702FR,10.9774
N704FR,10.8627
N232FR,10.6146
N379HA,10.0656
N660NK,9.7412
N174SY,6.1732
N199UA,11.7500
N180UA,14.2143
N119UA,12.0526
N26960,10.8291
N179UA,10.9375
N3NBAA,10.0366
N885AA,10.0994
N3NCAA,9.9094
N7LSAA,17.5952
N7LMAA,17.3107
N7LTAA,15.0441
N7LRAA,16.7564
N7LCAA,16.3171
N7LLAA,14.5556
N7LUAA,16.7778
N7LJAA,18.7324
N7LEAA,14.4259
N8ANAA,12.0174
N982VJ,9.5164
N491AS,7.8571
N492AS,8.2410
N958JB,7.9028
N959JB,8.0405
N546US,8.1784
N946AT,7.0030
N536US,7.9465
N538US,7.8212
N661NK,9.8331
N662NK,9.7915
N175SY,6.1834
N705FR,10.9534
N36962,11.1926
N29961,10.4803
N181UA,11.4167
N284VA,8.8565
7820L,6.3635
N498SW,5.9649
N8674B,6.1179
N8673F,6.0661
N7833A,5.6587
N8675A,6.1838
N8676A,6.1226
N848DN,7.2950
N544US,7.8380
N849DN,7.3736
N825NW,9.5034
N850DN,7.1780
N884AA,10.5478
N3NDAA,9.8058
N887AA,10.4076
N285VA,8.9124
N13720,7.6674
N14249,7.9769
N7835A,5.6605
N706FR,10.8935
N992AT,7.2374
N832MH,11.6148
N932AT,7.0044
N886AA,10.6826
N3NEAA,9.8485
N3NFAA,9.6113
N8APAA,12.8442
N493AS,8.1128
N494AS,8.2174
N961JB,9.1000
N851DN,7.2832
N8677A,6.2001
N17963,10.8667
N66893,8.0959
N27734,7.4768
N14240,8.0827
N8678E,5.9947
N7846A,5.5656
N8679A,6.1729
N8680C,6.0216
N945AT,6.9633
N852DN,7.3098
N177SY,6.0393
N176SY,6.2011
N27964,9.9109
N178UA,12.1000
N826NW,9.6490
N8681M,6.0906
N62894,8.3526
N27965,9.0522
N7836A,5.5120
N7837A,5.5453
N8682B,6.1065
N8683D,6.1003
N888AA,10.4154
N889AA,10.6111
N3NHAA,9.7500
N891AA,10.8268
N3NGAA,9.7410
N7LWAA,16.9794
N8ARAA,13.1682
N495AS,8.0697
N428AS,8.0522
N964JB,9.2916
N434AS,8.1898
N823DX,7.5279
N988DN,6.8699
N853DN,7.4281
N819DX,7.7752
N989DN,7.2171
N854DN,7.4561
N820DX,7.9018
N821DX,8.3994
N865DA,7.4595
N708FR,11.0559
N663NK,10.0891
N645NK,9.2984
N105UA,13.0000
N286VA,9.0651
N890AA,10.3742
N3NJAA,9.8769
N7LVAA,17.9733
N448AS,8.0108
N224AK,8.1374
N962JB,9.2306
N855DN,7.3837
N362VA,9.0940
N153SY,8.4049
N152SY,8.3433
N25201,7.8476
N14735,7.6250
N7824A,5.4518
N7839A,5.4325
N987DN,6.9507
N856DN,7.5557
N857DZ,7.3570
N646NK,9.1748
N665NK,9.9537
N664NK,9.9197
N3NLAA,10.0986
N3NKAA,10.0748
N892AA,10.5815
N894AA,10.6250
N236AK,8.0121
N965JB,7.7737
N233FR,10.8395
N709FR,11.1798
N858DZ,7.4628
N667NK,10.0256
N301DN,8.0378
N178SY,6.1294
N154SY,8.5411
N156SY,8.2306
N157SY,8.4449
N24736,7.5671
N363VA,8.8107
N7838A,5.5447
N8684F,6.1462
N8685B,6.0031
N8686A,5.9729
N7873A,5.5012
N8688J,6.0327
N7840A,5.5691
N8687A,6.0070
N302DN,7.8241
N822DX,8.4069
N303DN,7.9107
N859DN,7.4231
N893AA,10.5133
N895AA,10.7578
N3NMAA,9.9923
N988AA,10.9522
N8ASAA,12.7400
N8ATAA,14.5435
N3NNAA,10.1364
N238AK,8.3901
N237AK,8.2209
N247AK,8.1240
N827NW,10.0449
N364VA,8.8198
N8689C,6.0394
N7877H,5.5360
N7875A,5.4616
N360HA,9.8742
N710FR,11.0969
N644NK,9.4250
N668NK,9.8797
N179SY,6.1160
N161SY,8.2025
N26966,13.6860
N26967,12.8408
N828NW,9.3188
N305DN,7.7541
N897AA,10.4875
N3NPAA,10.0562
N896AA,10.6461
N3NRAA,10.1020
N248AK,8.3442
N251AK,8.2010
N365VA,8.9809
N7874B,5.5069
N76532,8.0455
N160SY,8.4725
N8690A,6.0048
N8691A,5.7815
N7841A,5.3676
N8692F,6.0695
N711FR,11.1689
N712FR,11.0899
N860DN,7.6446
N304DN,7.8534
N306DN,7.7555
N76533,8.0267
N861DN,7.4878
N999FR,8.9250
N899AA,10.6052
N898AA,10.5224
N3NSAA,10.1068
N253AK,8.1359
N260AK,8.1825
N966JB,7.7405
N162SY,8.2856
N163SY,8.3311
N182SY,6.1518
N181SY,6.1285
N889UA,7.4775
N7876A,5.4142
N8693A,5.9024
N7842A,5.4758
N8694E,5.9490
N7845A,5.4074
N7849A,5.4014
N8695D,5.9210
N8696E,5.9300
N864DN,7.4100
N308DN,7.7917
N863DN,7.4384
N307DX,7.7489
N862DN,7.7106
N309DN,7.9016
N829NW,9.0693
N86534,7.6337
N77535,8.1150
N242SY,7.3286
N240SY,7.5097
N241SY,7.4039
N184SY,6.2202
N8697C,6.0030
N7847A,5.7419
N77536,8.0247
N8699A,5.9224
N7881A,5.3763
N8698B,5.9845
N986AA,10.5572
N987AA,10.1091
N3NTAA,9.9422
N989AA,10.3587
N263AK,8.2185
N264AK,8.3288
N967JB,9.3618
N968JB,9.2594
N310DN,7.8917
N865DN,7.4509
N713FR,11.0234
PLANET,10.3750
N714FR,11.1806
N235FR,10.4121
N669NK,10.0426
N670NK,9.7313
N991AA,10.2862
N3NUAA,9.6222
N540AA,9.4502
N3NVAA,9.9511
N655AA,8.5855
N657AA,8.6648
N660AA,8.1445
N509AA,9.0986
N539AA,9.4179
N171AA,9.3252
N190AA,10.2066
N544AA,9.3927
N178AA,9.1675
N173AA,9.2729
N927AA,9.3297
N507AA,9.2503
N156AA,9.2381
N552AA,9.4990
N152AA,9.9570
N185AA,9.6308
N543AA,9.4904
N196AA,9.8979
N554AA,9.5812
N519AA,9.0328
N195AA,9.6529
N914AA,9.4751
N193AA,9.4404
N974AA,9.1682
N538AA,9.3189
N161AA,9.8896
N535AA,9.3207
N167AA,9.6377
N562AA,9.2217
N584AA,9.2746
N551AA,9.6373
N979AA,9.8344
N973AA,9.0616
N980AA,9.2716
N970AA,9.3864
N977AA,9.3886
N919AA,9.1539
N572AA,9.7168
N150AA,9.3021
N162AA,9.8242
N913AA,9.1042
N197AA,9.2244
N976AA,9.5173
N912AA,9.3685
N663AA,8.6370
N650AA,8.4242
N601AA,8.5990
N669AA,8.6221
N668AA,8.4445
N604AA,8.5997
N659AA,8.3769
N658AA,8.4711
N675AA,7.6686
N651AA,8.3788
N680AA,8.4683
N753AA,7.9724
N679AA,8.7148
N667AA,8.8512
N656AA,8.5828
N678AA,8.0371
N664AA,8.5661
N672AA,7.8743
N661AA,8.5037
N804AA,8.1745
N652AA,8.7495
N665AA,8.5094
N673AA,8.3912
N647AA,8.4500
N181AA,9.4367
N169AA,9.3508
N199AA,9.5959
N194AA,9.8196
N177AA,9.4020
N183AA,9.7183
N580AA,9.4764
N170AA,9.4823
N971AA,9.5471
N920AA,9.2658
N536AA,9.1833
N534AA,9.5135
N523AA,9.2481
N184AA,9.3740
N649AA,8.9224
N653AA,8.5405
N810AA,8.1961
N823AA,8.4305
N757AA,8.1930
N746AA,7.9973
N806AA,8.4653
N832AA,8.7389
N834AA,8.8119
N744AA,7.8781
N763AA,7.8571
N808AA,8.0111
N767AA,7.9943
N752AA,8.0063
N755AA,8.1003
N815AA,8.7210
N769AA,8.1390
N802AA,8.2107
N805AA,7.9700
N835AA,8.4961
N833AA,8.3136
N827AA,8.5140
N836AA,8.2715
N923AA,9.5777
N981AA,9.3229
N925AA,9.3317
N524AA,9.2219
N924AA,9.5979
N510AA,9.5060
N972AA,9.1635
N587AA,9.5760
N192AA,9.3717
N921AA,9.3050
N189AA,9.5142
N978AA,9.0906
N982AA,9.5465
N182AA,8.9802
N186AA,9.8284
N188AA,9.8720
N926AA,9.4735
N563AA,9.4943
N180AA,9.5855
N198AA,9.9535
N157AA,9.8757
N154AA,9.7243
N151AA,9.6863
N662AA,8.7041
N654AA,8.6571
N119AA,7.7561
N111AA,7.7118
N125AA,9.0757
N545AA,9.2763
N546AA,9.3551
N579AA,9.5576
N916AA,9.4355
N922AA,9.4322
N751AA,8.0911
N713AA,7.4705
N748AA,8.0133
N820AA,8.0797
N826AA,8.4736
N822AA,8.2195
N742AA,7.9362
N764AA,8.3754
N829AA,8.2277
N918AA,9.4254
N187AA,9.3867
N176AA,9.9346
N174AA,9.2630
N521AA,9.3256
N109AA,7.7452
N127AA,9.2874
N917AA,9.4369
N172AA,9.4111
N812AA,8.9905
N765AA,7.9644
N838AA,8.3252
N768AA,8.2250
N824AA,7.9649
N840AA,8.4762
N821AA,8.1322
N750AA,8.0860
N760AA,8.2355
N915AA,9.5155
N191AA,9.2977
N828AA,8.2606
N817AA,8.5800
N809AA,9.2284
N816AA,8.8242
N825AA,8.4181
N814AA,8.6027
N756AA,7.8905
N813AA,8.3993
N801AA,8.3533
N766AA,7.7132
N831AA,8.1865
N542AA,9.1068
N961AA,6.4995
N954AA,6.4662
N945AA,6.6951
N944AA,6.4514
N956AA,6.5365
N948AA,6.5481
N165AA,9.2015
N155AA,9.5294
N975AA,9.2751
N537AA,8.8398
N830AA,7.9126
N163AA,9.8461
N153AA,9.5075
N819AA,8.0682
N749AA,8.0282
N724AA,7.5815
N908AA,10.2119
N203AA,6.5822
N937AA,6.7362
N205AA,6.7267
N204AA,7.1076
N940AA,6.5980
N942AA,7.1515
N207AA,6.5969
N110AA,7.4571
N114AA,7.5927
N121AA,7.5996
N123AA,7.7874
N112AA,7.6237
N122AA,7.5006
N124AA,9.0747
N117AA,7.8068
N104AA,7.5211
N179AA,9.3937
N837AA,8.5755
N745AA,7.7262
N754AA,7.6413
N762AA,7.8207
N770AA,8.0317
N935AA,7.9148
N807AA,8.6483
N107AA,7.6590
N839AA,8.3942
N758AA,7.9083
N803AA,8.1089
N723AA,7.5465
N717AA,7.4765
N721AA,7.5546
N108AA,7.4441
N118AA,7.7197
N712AA,7.3307
N126AA,7.8930
N716AA,7.5802
N704AA,7.7749
N747AA,8.1697
N105AA,7.8157
N709AA,7.5467
N733AA,7.3941
N818AA,8.2617
N710AA,7.6377
N703AA,7.3797
N715AA,7.4431
N958AA,6.6105
N967AA,6.7591
N949AA,6.5158
N938AA,6.7722
N941AA,8.3642
N206AA,8.0855
N939AA,7.9851
N102AA,7.3473
N936AA,7.8670
N128AA,7.8466
N701AA,7.4200
N725AA,7.5433
N740AA,7.4955
N702AA,7.1160
N737AA,7.3080
N730AA,7.8462
N708AA,7.4239
N711AA,7.2890
N705AA,7.2363
N700AA,7.3928
N946AA,6.8847
N738AA,7.6990
N963AA,6.6451
N714AA,7.4344
N741AA,7.5293
N732AA,7.4498
N722AA,7.4444
N285AA,8.0231
N289AA,7.3866
N287AA,8.5508
N103AA,7.6909
N279AA,8.8893
N951AA,8.2093
N952AA,8.3631
N955AA,6.7344
N957AA,6.5485
N950AA,6.5361
N947AA,6.6419
N959AA,6.5495
N953AA,6.2102
N965AA,6.8214
N270AA,8.9184
N8LAAA,14.8103
N8LBAA,15.1087
N265AK,8.1948
N311DN,7.8368
N902NK,9.1059
N901NK,9.1036
N243SY,7.3048
N183SY,6.1891
N244SY,7.5156
N185SY,6.3185
N164SY,8.5353
N890UA,7.7005
N77537,7.8839
N62895,8.1892
N866DN,7.4468
N715FR,10.8777
N301FR,10.5575
N7848A,5.4380
N8501V,5.8929
N8502Z,5.9749
N8503A,5.9045
N7878A,5.2864
N993AA,10.9227
N990AA,10.5162
N3NWAA,9.5172
N992AA,10.6597
N994AA,10.5344
N3NXAA,9.9836
N282AA,8.9910
N284AA,7.5511
N293AA,8.2902
N274AA,8.9130
N276AA,8.1270
N283AA,8.2850
N280AA,8.2667
N286AA,8.6468
N292AA,8.1244
N290AA,9.2857
N278AA,6.1707
N273AA,7.8519
N281AA,8.4920
N291AA,8.1206
N8LCAA,12.5278
N266AK,8.1771
N969JB,9.0691
N971JB,7.7560
N7879A,5.4373
N8504G,5.9027
N62896,7.9172
N8507C,5.8207
N7880D,5.4739
N7850B,5.4620
N8508W,5.8170
N8509U,5.9350
N7884G,5.4551
N867DN,7.4617
N312DN,7.9110
N313DN,7.8642
N303FR,10.4143
N236FR,10.5481
N671NK,10.0531
N903NK,9.0439
N186SY,6.3393
N247SY,7.3016
N246SY,7.3367
N250SY,7.2887
N251SY,7.5089
N3NYAA,9.8860
N995AA,10.0752
N272AA,10.0345
N288AA,8.7512
N277AA,10.6176
N275AA,7.8000
N271AA,8.1081
N970JB,7.8204
N974JB,7.8118
N8510E,5.8242
N252SY,7.2484
N253SY,7.3353
N8511K,5.8868
N61898,7.8675
N7851A,5.4654
N8512U,5.9335
N8513F,5.9137
N7882B,5.4608
N8517F,5.8817
N315DN,7.8358
N314DN,7.8940
N904NK,9.0383
N905NK,9.1178
N165SY,8.4879
N166SY,8.3694
N167SY,8.4028
N168SY,8.3731
N254SY,7.4175
N238FR,10.2942
N304FR,10.4151
N66897,8.0362
N868DN,7.5764
N996AA,10.0225
N3PBAA,10.3460
N3PAAA,10.0018
N972JB,7.9042
N869DN,7.3953
N305FR,10.0851
N255SY,7.3608
N200SY,8.2738
N203SY,8.5538
N202SY,8.4540
N204SY,8.3790
N38479,7.9749
N63899,7.9718
N77538,7.7797
N29968,11.3589
N8514F,5.7559
N8515X,5.7737
N8518R,5.7899
N7883A,5.2842
N187SW,0.0000
N399FR,15.0000
N716FR,10.8418
N717FR,10.7979
N870DN,7.4291
N316DN,7.7392
N871DN,7.3245
N872DN,7.4825
N830NW,10.4349
N317DN,8.0800
N3PCAA,10.4815
N998AA,10.6210
N929AA,10.1454
N3PDAA,10.2186
N997AA,10.1135
N931AA,10.4129
N8LFAA,13.2222
