Tail_Number,AVG(TaxiOut)
N830MH,21.1775
N866DA,18.5357
N919DN,16.8656
N673US,21.7727
N844MH,21.8611
N178DZ,21.3648
N836MH,21.4000
N1603,21.6351
N179DN,22.5733
N593NW,18.4788
N907EV,17.8174
N901EV,17.8965
N904EV,17.8168
N876AS,17.5672
N902EV,17.4251
N877AS,17.4416
N905EV,17.8709
N879AS,17.5598
N880AS,18.1827
N909EV,17.9037
N906EV,17.7927
N830AS,14.8923
N903EV,17.9059
N908EV,18.0900
N705TW,23.5296
N13970,16.5472
N22909,17.8950
N13956,15.7022
N18114,14.9043
N11150,16.2890
N16963,16.0257
N26141,15.8002
N29906,17.8676
N14974,15.7632
N12135,17.4980
N19966,16.5562
N18101,16.7045
N16571,17.5063
N12166,17.3442
N12922,16.6963
N13553,17.8140
N23139,17.2710
N14188,17.3506
N14153,12.3182
N16954,15.9038
N21197,16.8159
N11121,17.3015
N14905,17.8989
N16151,13.7273
N814NW,22.1825
N855NW,22.4098
N900EV,17.9099
N856AS,17.1176
N936EV,17.4942
N979EV,17.3498
N708EV,20.1481
N676CA,18.8045
N848AS,16.5016
N849AS,16.3676
N858AS,16.3908
N919EV,18.0818
N974EV,16.7994
N137EV,18.4936
N607LR,18.9546
N678CA,18.7928
N538CA,18.3896
N153PQ,18.6004
N691CA,18.5622
N146PQ,18.8244
N232PQ,19.1308
N582CA,18.4857
N695CA,18.9360
N176PQ,18.8104
N166PQ,18.6018
N147PQ,18.5797
N228PQ,18.9113
N873AS,17.4769
N600QX,17.6893
N138EV,19.3102
N606LR,18.6643
N134EV,18.8217
N937EV,18.1843
N755EV,19.9061
N730EV,20.0601
N723EV,20.3560
N709EV,19.1523
N722EV,20.3074
N724EV,19.8590
N719EV,19.2846
N740EV,19.6174
N759EV,19.6665
N608QX,17.6287
N604QX,17.7153
N614QX,18.0553
N398CA,19.9635
N753EV,20.0716
N712EV,19.3769
N707EV,19.5262
N718EV,19.3022
N720EV,19.4780
N133EV,19.1358
N713EV,19.5305
N738EV,18.5979
N850AS,16.1670
N844AS,16.3060
N921EV,17.5853
N981EV,19.5882
N186PQ,18.9639
N760EV,19.7469
N754EV,19.2779
N710EV,19.5407
N750EV,20.1178
N371CA,20.2054
N751EV,20.1251
N748EV,19.7268
N391CA,19.9298
N752EV,19.9937
N132EV,19.0688
N717EV,19.3657
N980EV,18.9211
N741EV,20.1369
N761ND,20.4086
N758EV,19.9190
N615QX,18.3414
N605QX,17.8593
N744EV,20.1687
N136EV,19.0113
N716EV,19.6060
N197PQ,18.5584
N860AS,17.0141
N611QX,18.2065
N861AS,16.5021
N871AS,17.8524
N917EV,17.9337
N841AS,16.3772
N853AS,16.2341
N181PQ,18.8655
N195PQ,18.5811
N200PQ,18.8807
N131EV,18.5990
N872AS,16.4072
N835AS,19.2531
N820AS,15.2476
N836AS,19.8261
N834AS,20.3772
N832AS,16.9156
N833AS,19.0974
N827AS,19.1435
N204FR,16.5620
N205FR,16.2929
N206FR,16.2210
N207FR,16.3608
N208FR,16.6800
N209FR,16.5470
N210FR,16.2719
N211FR,16.3007
N213FR,16.3928
N214FR,16.4980
N218FR,16.7420
N219FR,16.7498
N220FR,16.2063
N221FR,16.4153
N223FR,16.5191
N227FR,16.2908
N902FR,15.4756
N905FR,15.4067
N908FR,15.3306
N910FR,16.0146
N912FR,15.9191
N918FR,15.2385
N919FR,15.5970
N920FR,15.3030
N921FR,15.4985
N922FR,15.4822
N923FR,15.6359
N924FR,15.2368
N925FR,15.6449
N926FR,15.1947
N927FR,15.4700
N929FR,14.8922
N931FR,15.7840
N932FR,15.3847
N933FR,15.1638
N934FR,15.4957
N935FR,15.6392
N938FR,15.3449
N939FR,15.3594
N941FR,15.9091
N943FR,15.7483
N947FR,15.6009
N948FR,15.7113
N949FR,15.3283
N951FR,15.6250
N952FR,15.6337
N953FR,15.8701
N954FR,15.1688
N201FR,16.3186
N203FR,16.3712
N928FR,15.6745
N202FR,16.5204
N216FR,16.5043
N906FR,15.7178
N581HA,15.4291
N587HA,14.8676
N588HA,15.1200
N589HA,15.1507
N580HA,15.5559
N582HA,15.0465
N391HA,15.8339
N392HA,15.8515
N384HA,16.2974
N382HA,16.2133
N390HA,15.7154
N386HA,16.1627
N388HA,16.0640
N590HA,15.2592
N583HA,15.7308
N592HA,15.0108
N594HA,15.7879
N383HA,16.1718
N396HA,16.0984
N385HA,15.9494
N395HA,16.0564
N380HA,16.0708
N399HA,16.0365
N374HA,15.9430
N373HA,16.0441
N393HA,15.8746
N389HA,16.1536
N381HA,16.1003
N370HA,16.2149
N652MQ,14.6667
N831MQ,15.6950
N667MQ,13.6250
N502MQ,17.9717
N802MQ,17.4250
N619MQ,15.5443
N825MQ,15.0745
N821MQ,15.6587
N850MQ,12.1333
N931MQ,15.4045
N806MQ,16.5803
N543MQ,16.6665
N856MQ,15.7810
N693MQ,15.2554
N659MQ,15.0815
N664MQ,14.8552
N654MQ,14.9425
N601MQ,14.4879
N669MQ,15.2812
N979DL,16.4991
N537US,17.6604
N709TW,22.6880
N811NW,22.3451
N923AT,16.8618
N863DA,21.0943
N833DN,17.1062
N832DN,17.1023
N188DN,24.6050
N812NW,23.7822
N851NW,21.9846
N807NW,21.3993
N186DN,22.1818
N176DN,24.2407
N963AT,17.0859
N988AT,16.7432
N16065,21.0442
N177DN,23.6189
N173DZ,22.0860
N829MH,21.9152
N946JB,21.3720
N817NW,22.0074
N191DN,23.3198
N175DZ,19.8340
N831MH,21.6499
N174DZ,20.9508
N16981,17.9314
N813NW,22.0296
N704DK,20.4964
N490HA,10.5449
N130SY,19.8566
N918US,19.0875
N132SY,20.5232
N131SY,20.3608
N605SW,12.0722
N7725A,11.9300
N7729A,11.9827
N653UA,22.4744
N68834,18.2020
N69840,18.1021
N7717D,12.0960
N8659D,12.5187
N8660A,12.4946
N8661A,12.5172
N638NK,14.3768
N215AG,15.5280
N8932C,18.6592
N8968E,18.7999
N602XJ,18.4051
N601XJ,18.2582
N68842,17.8619
N14120,20.1696
N34131,20.2653
N29124,20.0911
N771UA,21.9598
N218UA,22.8225
N66841,18.1259
N669UA,21.7458
N220UA,22.5494
N794UA,24.0651
N798UA,22.2938
N222UA,22.3532
N78008,25.3276
N221UA,22.9757
N226UA,22.5311
N127UA,27.0833
N791UA,22.9811
N777UA,22.6392
N347AA,19.6045
N7AUAA,19.4160
N3AGAA,18.1724
N3MGAA,18.1614
N343AA,18.9879
N394AA,19.2124
N027AA,16.4953
N7AHAA,19.3021
N7ANAA,19.3858
N7ATAA,18.6425
N7CAAA,19.1105
N7ADAA,19.9773
N7BDAA,20.2278
N028AA,16.3157
N863AA,18.7482
N947JB,21.2557
N853NW,20.8947
N854NW,23.0417
N819NW,23.7734
N834MH,21.2381
N858NW,24.2364
N171DN,23.4355
N558WN,11.9004
N206UA,23.4226
N216UA,23.3427
N563WN,11.7969
N919US,19.2322
N920US,19.0997
N566WN,11.9249
N665WN,12.0632
N8662F,12.3473
N564WN,11.8540
N864AA,18.7813
N865AA,19.0059
N3MJAA,17.9637
N3MHAA,18.5605
N029AA,16.5382
N7ASAA,21.3855
N7LAAA,23.8214
N971DL,16.5309
N993AT,16.9617
N859NW,21.9636
N974AT,16.8578
N172DN,23.5478
D942DN,16.1111
N818NW,21.6947
N154DL,23.7506
N834DN,17.3030
N972AT,17.6246
N820NW,22.6184
N835DN,17.3200
N928AT,16.8724
N856NW,22.2745
N842MH,22.0105
N175DN,22.8360
N843MH,21.4796
N810NW,22.4502
N809NW,22.1223
N836DN,17.1381
N673AE,16.0632
N685AE,15.9905
N687JS,15.9260
N671AE,15.9402
N680AE,15.8416
N667GB,16.2087
N228FR,16.4781
N375HA,15.7550
N479HA,10.5136
N844MQ,0.0000
N640NK,14.3476
N639NK,14.5807
N133SY,20.3194
N134SY,20.2441
N135SY,20.2108
N8942A,18.2830
N136SY,20.2858
N67846,17.9169
N67845,18.1315
N64844,18.2608
N441UA,18.7589
N197UA,23.9130
N35953,20.0138
N68843,18.1901
N769UA,22.1992
N227UA,23.6000
N792UA,24.5810
N120UA,23.7692
N26952,20.6359
N121UA,25.5000
N174UA,24.8500
N796UA,24.0244
N74007,23.8636
N177UA,23.3548
N122UA,23.4167
N140SY,20.2339
N8828D,18.6714
N138SY,20.0602
N139SY,20.2420
N118UA,26.0500
N774UA,22.3708
N69847,17.9783
N75853,19.8521
N66848,17.9649
N773UA,22.5765
N38950,19.1986
N13954,18.8684
N104UA,26.9118
N917UY,18.9918
N288AY,23.2240
N922US,18.9910
N923US,19.2104
N921US,19.0660
N117UA,24.4286
N8663A,12.6264
N565WN,11.8390
N8664J,12.6253
N567WN,11.8105
N569WN,11.9795
N866AA,18.8051
N867AA,18.5423
N3MKAA,18.3954
N3MLAA,17.9881
N7AVAA,21.6944
N030AA,16.2239
N472AS,17.8455
N685DA,18.0360
N535US,17.9597
N837DN,17.0931
N971AT,16.9490
N352NB,16.9303
N351NB,17.1927
N983AT,16.9532
N674US,21.9630
N677AE,16.0759
N62849,18.0755
N924US,19.1691
N8665D,12.4624
N47214,11.8855
N68880,18.2874
N570WN,11.9653
N8667D,12.5099
N8668A,12.4878
N7816B,11.9135
N641NK,14.3719
N141SY,20.1228
N142SY,20.3467
N143SY,20.3126
N61881,18.1034
N182UA,25.5882
N667US,20.4848
N839DN,17.1154
N328NB,17.2507
N964AT,17.2815
N838DN,17.1966
N930AT,17.2471
N939AT,16.6952
N861NW,23.6623
N1604R,21.1416
N666US,20.7333
N668US,21.1250
N331NB,17.2335
N664US,25.5000
N942AT,16.8916
N670US,21.0833
N661US,22.7857
N840DN,17.2012
N965AT,16.8572
N675NW,24.5833
N675AE,16.1200
N678AE,16.0597
N676AE,15.8004
N684JW,16.3536
N663US,22.7000
N229FR,16.3453
N378HA,15.7360
N868AA,18.5430
N3MMAA,18.1241
N3MNAA,18.2084
N031AA,16.0562
N8ABAA,21.7538
N8AAAA,21.0091
N948JB,19.6304
N949JB,20.2305
N665US,19.0000
N176DZ,20.5659
N710DN,20.1156
N669US,22.4800
N857NW,20.8953
N144SY,20.1887
N642NK,14.6420
N643NK,14.5443
N15751,18.7196
N61882,17.9776
N38955,20.6970
N128UA,25.4783
N925UY,18.8366
N926UW,19.0694
N927UW,19.0941
N7821L,11.9918
N8669B,12.5844
N7817J,11.9386
N8670A,12.6752
N7818L,12.0668
N997AT,17.0867
N354NB,17.1074
N363NB,17.5132
N545US,17.7704
N717JL,17.2390
N662US,25.3667
N330NB,16.9231
N362NB,18.2064
N672AE,14.7897
N629AE,14.9557
N626AE,15.0841
N950JB,20.0584
N3MPAA,17.9443
N869AA,18.4263
N8AFAA,21.4926
N8AEAA,21.4551
N8ACAA,21.2700
N8ADAA,19.6457
N477AS,17.9748
N7LFAA,24.6087
N870AA,18.3541
N3MRAA,18.1611
N872AA,18.7948
N873AA,18.8677
N032AA,16.0671
N871AA,18.5662
N8AHAA,20.8323
N474AS,17.9167
N479AS,18.0448
N478AS,18.0479
N952JB,19.9540
N841DN,17.4381
N671US,22.5000
N608AT,17.0679
N701DN,19.1342
N702DN,19.3869
N633AE,14.8040
N624AE,15.1999
N808MQ,16.4773
N146SY,20.0780
N145SY,20.2838
N170SY,16.5359
N173SY,16.4017
N171SY,16.4219
N148SY,20.0340
N17752,18.5672
N69885,18.2959
N62883,18.2087
N62884,18.0878
N13227,18.3573
N175UA,22.7000
N703DN,20.2011
N706DN,19.6883
N824NW,21.9042
N949AT,16.9415
N980AT,16.9018
N951AT,17.0165
N982AT,16.8500
N860NW,21.1695
N171UA,16.0000
N7823A,12.0228
7819A,11.7224
N7820L,11.8126
N842DN,17.0787
N840MH,21.7319
N948AT,16.7607
N843DN,17.3003
N996AT,16.9602
N844DN,17.3936
N822NW,21.2744
N658NK,15.3364
N657NK,15.2934
N149SY,20.0272
N12754,18.4331
N17753,18.5966
N61886,18.1291
N107UA,28.2143
N45956,21.8594
N561WN,11.9841
N7820J,12.0174
N7825A,11.9741
N568WN,11.9607
N7828A,12.0182
N3MUAA,18.1976
N874AA,18.3959
N876AA,18.4122
N875AA,18.7541
N8AGAA,20.1472
N481AS,17.9680
N659NK,15.5716
N845DN,17.0592
N823NW,21.8917
N150SY,20.5052
N151SY,20.2484
N69888,18.2238
N61887,18.2832
N26232,18.1432
N14235,18.0695
N27957,20.0838
N62889,18.1604
N27958,19.5689
N281VA,18.1818
N282VA,18.1887
N7827A,11.8811
N7834A,11.9999
N7822A,11.9447
N3MVAA,18.2351
N878AA,18.2038
N3MWAA,17.9459
N8AJAA,20.8741
N8AKAA,21.8060
N483AS,18.2496
N486AS,18.2233
N954JB,19.7524
N955JB,19.5132
N943AT,16.7439
N944AT,17.0473
N952AT,17.0661
N7LKAA,26.1176
N3MXAA,18.2036
N880AA,18.7651
N877AA,18.6956
N8ALAA,21.0933
N978UY,19.4311
N980UY,19.1601
N977UY,19.3173
N956JB,19.6710
N940AT,17.0231
N27959,21.4267
N63890,18.1821
N7819A,12.0096
N7826B,11.9180
N7831B,11.8839
N68891,18.3997
N7844A,11.8502
N7829B,11.8744
N7832A,11.7332
N846DN,17.2903
N950AT,16.8384
N826MH,22.4353
N852NW,24.1579
N947AT,17.0119
N847DN,17.2811
N230FR,16.0978
N701FR,16.1495
N35236,18.5837
N881AA,18.4718
N3MYAA,18.1821
N879AA,18.2223
N882AA,18.2837
N3NAAA,17.9526
N883AA,18.5557
N7LPAA,24.1798
N7LDAA,24.5521
N7LBAA,23.3377
N8AMAA,20.5484
N976UY,19.3599
N974UY,18.8546
N975UY,18.9982
N979UY,18.8593
N981UY,19.0453
N970UY,19.1337
N973UY,19.0742
N972UY,19.1407
N487AS,18.2910
N957JB,19.8035
N62892,18.0779
N283VA,18.3741
N27246,18.5507
N8671D,12.5509
N7830A,11.8932
N7843A,11.9412
N8672F,12.6241
N936AT,16.5730
N702FR,16.3708
N704FR,16.2557
N232FR,16.1968
N379HA,16.0533
N660NK,15.2786
N174SY,16.1844
N199UA,24.1250
N180UA,31.0000
N119UA,22.0000
N26960,22.9231
N179UA,28.2500
N3NBAA,18.1000
N885AA,18.6856
N3NCAA,18.3698
N7LSAA,24.0238
N7LMAA,24.3301
N7LTAA,25.9265
N7LRAA,23.5897
N7LCAA,22.9024
N7LLAA,24.1889
N7LUAA,23.6420
N7LJAA,24.5070
N7LEAA,24.6296
N8ANAA,21.6783
N982VJ,18.9193
N491AS,18.2750
N492AS,18.0932
N958JB,19.4280
N959JB,19.5437
N546US,17.5825
N946AT,16.5237
N536US,17.5486
N538US,17.4141
N661NK,15.5494
N662NK,15.5296
N175SY,16.5540
N705FR,16.4186
N36962,20.4593
N29961,21.2126
N181UA,24.3333
N284VA,18.1685
7820L,11.2962
N498SW,11.7505
N8674B,12.5721
N8673F,12.4437
N7833A,11.9317
N8675A,12.5050
N8676A,12.5551
N848DN,17.1107
N544US,17.8584
N849DN,17.1819
N825NW,21.1919
N850DN,17.2941
N884AA,18.4489
N3NDAA,18.7119
N887AA,18.3884
N285VA,18.4582
N13720,18.7426
N14249,18.8961
N7835A,11.9098
N706FR,16.1932
N992AT,16.7262
N832MH,21.1503
N932AT,16.6551
N886AA,18.5004
N3NEAA,18.2910
N3NFAA,18.5910
N8APAA,19.9870
N493AS,18.5908
N494AS,18.4898
N961JB,21.2295
N851DN,17.3231
N8677A,12.6543
N17963,20.7417
N66893,18.1508
N27734,18.4201
N14240,18.4685
N8678E,12.5181
N7846A,11.9358
N8679A,12.4640
N8680C,12.4236
N945AT,16.6976
N852DN,17.1578
N177SY,16.2367
N176SY,16.3962
N27964,18.9109
N178UA,26.4000
N826NW,22.0300
N8681M,12.4786
N62894,18.7364
N27965,20.6870
N7836A,11.9059
N7837A,11.8668
N8682B,12.6077
N8683D,12.5359
N888AA,18.9154
N889AA,19.0504
N3NHAA,18.2029
N891AA,18.8903
N3NGAA,18.4124
N7LWAA,24.2577
N8ARAA,21.8879
N495AS,18.5755
N428AS,18.4470
N964JB,20.9509
N434AS,18.1943
N823DX,17.6483
N988DN,16.8129
N853DN,17.2080
N819DX,18.0125
N989DN,16.6771
N854DN,17.2483
N820DX,17.7948
N821DX,18.8771
N865DA,17.8108
N708FR,16.3226
N663NK,15.4876
N645NK,14.7035
N105UA,24.8333
N286VA,18.8152
N890AA,18.5089
N3NJAA,18.3925
N7LVAA,24.6133
N448AS,18.5411
N224AK,18.4229
N962JB,21.3835
N855DN,17.0458
N362VA,18.7458
N153SY,20.2962
N152SY,20.4586
N25201,19.1661
N14735,18.8122
N7824A,12.1219
N7839A,11.8756
N987DN,16.5967
N856DN,17.3458
N857DZ,17.2043
N646NK,14.3890
N665NK,15.6199
N664NK,15.2748
N3NLAA,18.3328
N3NKAA,19.4715
N892AA,18.6637
N894AA,18.8678
N236AK,18.4731
N965JB,19.7329
N233FR,16.2544
N709FR,16.1546
N858DZ,17.3149
N667NK,15.4182
N301DN,16.4268
N178SY,16.4600
N154SY,20.2436
N156SY,20.6403
N157SY,20.0135
N24736,18.9565
N363VA,19.1712
N7838A,12.0319
N8684F,12.6941
N8685B,12.7734
N8686A,12.4746
N7873A,12.0493
N8688J,12.5366
N7840A,12.0866
N8687A,12.4852
N302DN,16.9419
N822DX,18.6137
N303DN,16.8867
N859DN,17.4301
N893AA,19.1997
N895AA,18.7234
N3NMAA,18.7571
N988AA,18.8314
N8ASAA,22.0300
N8ATAA,24.8043
N3NNAA,18.6507
N238AK,18.6825
N237AK,18.5831
N247AK,18.5201
N827NW,21.6409
N364VA,19.4425
N8689C,12.3651
N7877H,12.0347
N7875A,12.0629
N360HA,16.0721
N710FR,16.1357
N644NK,14.4766
N668NK,15.5606
N179SY,16.2560
N161SY,20.1176
N26966,22.4879
N26967,21.8458
N828NW,21.6348
N305DN,16.5018
N897AA,18.3659
N3NPAA,19.0161
N896AA,18.9540
N3NRAA,18.7645
N248AK,18.8575
N251AK,18.4673
N365VA,19.1339
N7874B,11.9709
N76532,18.5088
N160SY,20.4613
N8690A,12.5644
N8691A,12.4240
N7841A,12.0177
N8692F,12.7273
N711FR,16.1113
N712FR,16.2054
N860DN,17.1882
N304DN,16.8259
N306DN,16.7911
N76533,18.3563
N861DN,17.2243
N999FR,18.8000
N899AA,19.1807
N898AA,19.0529
N3NSAA,18.2886
N253AK,18.4323
N260AK,19.0034
N966JB,20.0281
N162SY,20.7172
N163SY,20.5927
N182SY,16.5766
N181SY,16.5439
N889UA,18.4863
N7876A,12.0919
N8693A,12.6237
N7842A,11.8471
N8694E,12.7228
N7845A,12.0504
N7849A,12.0940
N8695D,12.6851
N8696E,12.5835
N864DN,17.2816
N308DN,16.5041
N863DN,17.3685
N307DX,16.6735
N862DN,17.4275
N309DN,17.0901
N829NW,20.7723
N86534,18.7931
N77535,18.4649
N242SY,18.8219
N240SY,19.1986
N241SY,19.0343
N184SY,16.6916
N8697C,12.6296
N7847A,12.0414
N77536,18.8025
N8699A,12.7970
N7881A,11.8384
N8698B,12.6668
N986AA,18.9154
N987AA,18.9534
N3NTAA,18.3743
N989AA,18.8038
N263AK,18.8987
N264AK,18.5484
N967JB,21.2817
N968JB,21.4689
N310DN,16.9394
N865DN,17.2650
N713FR,16.2687
PLANET,14.4375
N714FR,15.9367
N235FR,15.9397
N669NK,15.5870
N670NK,15.1903
N991AA,18.8135
N3NUAA,18.7091
N540AA,19.8076
N3NVAA,18.1958
N655AA,18.1834
N657AA,18.3082
N660AA,18.5645
N509AA,19.4117
N539AA,18.7904
N171AA,18.8661
N190AA,19.2432
N544AA,19.0279
N178AA,18.7031
N173AA,18.8588
N927AA,19.9645
N507AA,19.3540
N156AA,18.7607
N552AA,19.4571
N152AA,18.5419
N185AA,19.1547
N543AA,18.5488
N196AA,19.3220
N554AA,19.2016
N519AA,19.2302
N195AA,18.6643
N914AA,19.2293
N193AA,18.4099
N974AA,19.3157
N538AA,19.0977
N161AA,18.4870
N535AA,19.5196
N167AA,19.0209
N562AA,19.3748
N584AA,19.1216
N551AA,19.5567
N979AA,19.5217
N973AA,18.9418
N980AA,19.5108
N970AA,18.9824
N977AA,19.2593
N919AA,19.4218
N572AA,19.3822
N150AA,18.3633
N162AA,18.6716
N913AA,18.9577
N197AA,18.3885
N976AA,18.9205
N912AA,18.9481
N663AA,18.5558
N650AA,18.5150
N601AA,18.1135
N669AA,17.9845
N668AA,18.3518
N604AA,18.5187
N659AA,18.4339
N658AA,18.1148
N675AA,18.3516
N651AA,18.2992
N680AA,17.9436
N753AA,17.6078
N679AA,18.3164
N667AA,17.7973
N656AA,18.2774
N678AA,18.3819
N664AA,18.2439
N672AA,18.9231
N661AA,18.3967
N804AA,18.3292
N652AA,18.2617
N665AA,18.6248
N673AA,17.9463
N647AA,18.3186
N181AA,18.7005
N169AA,18.6536
N199AA,19.0362
N194AA,19.6571
N177AA,19.3666
N183AA,18.8840
N580AA,19.3497
N170AA,19.5394
N971AA,19.2203
N920AA,18.8861
N536AA,18.8841
N534AA,19.0982
N523AA,19.0891
N184AA,19.3915
N649AA,18.3817
N653AA,18.4583
N810AA,17.9745
N823AA,18.2598
N757AA,17.4472
N746AA,17.5088
N806AA,18.3104
N832AA,18.6130
N834AA,18.1743
N744AA,16.9779
N763AA,17.4661
N808AA,17.8007
N767AA,17.7858
N752AA,17.2137
N755AA,16.8885
N815AA,18.0307
N769AA,17.7591
N802AA,18.2798
N805AA,17.9552
N835AA,17.8779
N833AA,18.0032
N827AA,18.1138
N836AA,17.6317
N923AA,19.0530
N981AA,19.4696
N925AA,19.6256
N524AA,19.3439
N924AA,19.1971
N510AA,19.5859
N972AA,19.7393
N587AA,19.1571
N192AA,19.0376
N921AA,18.9644
N189AA,18.7673
N978AA,19.1301
N982AA,19.4802
N182AA,19.5559
N186AA,18.5658
N188AA,18.7883
N926AA,19.0813
N563AA,19.3547
N180AA,18.2456
N198AA,18.8399
N157AA,18.6451
N154AA,18.8020
N151AA,18.7422
N662AA,18.1496
N654AA,18.5137
N119AA,18.7677
N111AA,18.9517
N125AA,18.4908
N545AA,19.3110
N546AA,19.4347
N579AA,19.3433
N916AA,19.4165
N922AA,18.7855
N751AA,17.4715
N713AA,18.4450
N748AA,17.7222
N820AA,17.8739
N826AA,17.6939
N822AA,18.1004
N742AA,17.4936
N764AA,17.1953
N829AA,17.9251
N918AA,19.1911
N187AA,19.0053
N176AA,19.8676
N174AA,18.4772
N521AA,19.5085
N109AA,18.4019
N127AA,18.4889
N917AA,19.5013
N172AA,19.4092
N812AA,18.0217
N765AA,17.7705
N838AA,18.2439
N768AA,17.3531
N824AA,18.3187
N840AA,17.8120
N821AA,18.2432
N750AA,17.7306
N760AA,16.9660
N915AA,19.2299
N191AA,18.7680
N828AA,17.9690
N817AA,18.1582
N809AA,18.2516
N816AA,18.1210
N825AA,18.0849
N814AA,18.1744
N756AA,17.2074
N813AA,17.9514
N801AA,17.6450
N766AA,17.2025
N831AA,17.8176
N542AA,19.5399
N961AA,21.1439
N954AA,21.2583
N945AA,21.7140
N944AA,20.7640
N956AA,21.6286
N948AA,22.0938
N165AA,18.6111
N155AA,18.6701
N975AA,19.2608
N537AA,19.6488
N830AA,18.0717
N163AA,18.8900
N153AA,18.8561
N819AA,18.1678
N749AA,17.4091
N724AA,18.5566
N908AA,18.2611
N203AA,19.9718
N937AA,18.9433
N205AA,19.5155
N204AA,19.4666
N940AA,19.8155
N942AA,19.7316
N207AA,19.3091
N110AA,18.4940
N114AA,18.7085
N121AA,18.5385
N123AA,18.8814
N112AA,18.5443
N122AA,18.4155
N124AA,18.5261
N117AA,18.8511
N104AA,18.4956
N179AA,18.9140
N837AA,18.1719
N745AA,17.7440
N754AA,17.1914
N762AA,17.6739
N770AA,17.2138
N935AA,21.0068
N807AA,18.0660
N107AA,18.9699
N839AA,18.3145
N758AA,17.3256
N803AA,17.8036
N723AA,18.3977
N717AA,18.1598
N721AA,18.1642
N108AA,18.3122
N118AA,18.8769
N712AA,18.7059
N126AA,18.2453
N716AA,18.3395
N704AA,17.8150
N747AA,17.1197
N105AA,18.6460
N709AA,18.5495
N733AA,17.8801
N818AA,17.8599
N710AA,18.3596
N703AA,19.0874
N715AA,18.3971
N958AA,20.9639
N967AA,20.8842
N949AA,21.5154
N938AA,19.6971
N941AA,20.8925
N206AA,20.1244
N939AA,20.4975
N102AA,18.6202
N936AA,20.5690
N128AA,18.6322
N701AA,18.3448
N725AA,18.5307
N740AA,18.1130
N702AA,18.2687
N737AA,18.2376
N730AA,18.1467
N708AA,18.2428
N711AA,18.1059
N705AA,18.2952
N700AA,18.1607
N946AA,21.6007
N738AA,18.8043
N963AA,20.9907
N714AA,18.0876
N741AA,18.5885
N732AA,18.4243
N722AA,17.9227
N285AA,21.7037
N289AA,21.0155
N287AA,21.3136
N103AA,19.0115
N279AA,22.0656
N951AA,19.6704
N952AA,19.8454
N955AA,21.6643
N957AA,21.5530
N950AA,20.8291
N947AA,22.1573
N959AA,21.4728
N953AA,20.6852
N965AA,21.5453
N270AA,22.6939
N8LAAA,23.9828
N8LBAA,21.3043
N265AK,18.7957
N311DN,16.7692
N902NK,16.1263
N901NK,15.9781
N243SY,18.8851
N183SY,16.7879
N244SY,19.0123
N185SY,16.5924
N164SY,20.4920
N890UA,18.3939
N77537,18.9554
N62895,19.3682
N866DN,17.5504
N715FR,16.3072
N301FR,17.5125
N7848A,11.9960
N8501V,12.6115
N8502Z,12.4953
N8503A,12.5872
N7878A,12.0453
N993AA,19.1168
N990AA,18.9984
N3NWAA,17.9479
N992AA,19.1119
N994AA,18.7526
N3NXAA,18.3010
N282AA,21.9505
N284AA,22.0667
N293AA,22.2857
N274AA,22.7826
N276AA,24.9524
N283AA,22.3925
N280AA,21.6727
N286AA,20.9960
N292AA,21.6400
N290AA,21.9878
N278AA,21.8780
N273AA,25.1667
N281AA,21.3760
N291AA,21.2211
N8LCAA,24.5278
N266AK,18.5634
N969JB,21.0485
N971JB,19.8119
N7879A,12.0229
N8504G,12.5404
N62896,18.8289
N8507C,12.4373
N7880D,12.0565
N7850B,12.0451
N8508W,12.4375
N8509U,12.4353
N7884G,12.0122
N867DN,17.2415
N312DN,16.7938
N313DN,16.8415
N303FR,17.2393
N236FR,15.8619
N671NK,15.5675
N903NK,16.2558
N186SY,17.0140
N247SY,18.8425
N246SY,18.7704
N250SY,18.9067
N251SY,19.1285
N3NYAA,18.6715
N995AA,19.1577
N272AA,24.4310
N288AA,23.7189
N277AA,22.5000
N275AA,20.9400
N271AA,25.0811
N970JB,19.3391
N974JB,19.8945
N8510E,12.3434
N252SY,18.6947
N253SY,18.8636
N8511K,12.6955
N61898,19.1193
N7851A,12.0772
N8512U,12.7579
N8513F,12.5590
N7882B,12.1382
N8517F,12.4530
N315DN,16.9594
N314DN,16.7567
N904NK,16.5229
N905NK,16.2538
N165SY,20.4806
N166SY,20.5022
N167SY,20.3300
N168SY,20.3057
N254SY,18.6569
N238FR,15.8080
N304FR,17.3008
N66897,18.9473
N868DN,17.1711
N996AA,18.6133
N3PBAA,18.3996
N3PAAA,18.3392
N972JB,19.5278
N869DN,17.2867
N305FR,17.1973
N255SY,18.6865
N200SY,20.4639
N203SY,20.3940
N202SY,20.1506
N204SY,20.2229
N38479,18.8753
N63899,18.6260
N77538,18.9547
N29968,20.5550
N8514F,12.5099
N8515X,12.5930
N8518R,12.7027
N7883A,12.0496
N187SW,0.0000
N399FR,15.0000
N716FR,16.5487
N717FR,16.1909
N870DN,16.9874
N316DN,16.8797
N871DN,17.2252
N872DN,17.2713
N830NW,21.1923
N317DN,17.3497
N3PCAA,18.3523
N998AA,19.2873
N929AA,18.7810
N3PDAA,18.6217
N997AA,18.5633
N931AA,18.8220
N8LFAA,23.5000
N8AUAA,20.2069
N8LDAA,22.0000
