Dest,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12
HDN,34.0484,31.2407,32.9394,71.5,,47.8333,26.5,48.375,11.0,17.75,,46.4688,34.9455,17.9412,35.1967,18.0,30.8182,37.1667,38.7778,50.6,13.5,18.75,48.75,50.4762,30.04,29.1186,29.8889,39.125,,,59.5385,123.1176,18.625,22.8125,,35.0656,35.9118,43.5763,27.0656,49.5,,3.0,38.5833,26.4167,4.0,,105.0,32.1163,41.3704,27.8791,35.9091,,,56.5455,64.75,55.1818,,,,36.4211
HGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.6667,40.6667,42.25,11.0,167.5,91.6667,84.1429,16.0,7.0,19.0,18.8,24.5,88.75,37.25,67.0,12.0,10.5,56.8889,87.9,58.5,,,135.0,17.8889
HHH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.2667,83.2917,29.2308,38.2941,29.9091,64.95,40.2,104.7647,31.6667,124.0698,66.7,77.7813,95.931,56.1549,78.3226,56.4717,86.5556,80.1707
HIB,22.5,83.0667,13.25,24.2222,21.125,50.0556,33.25,22.875,33.0,83.4615,73.2727,31.5714,127.8571,73.1053,23.9091,33.8571,19.0,105.1176,62.7273,49.7692,56.1667,21.0,57.0,35.5,71.6154,49.6667,61.6,30.6364,67.2857,28.75,58.6667,19.6667,15.3333,38.8333,59.1429,92.0833,124.9167,45.375,5.0,42.8333,135.5714,54.1667,17.625,24.6667,30.5,24.875,107.0,25.3333,139.875,76.0909,26.75,60.9091,10.6,54.0,33.7778,40.0,10.6667,19.8333,103.125,29.9
HLN,28.8966,37.3333,43.0833,37.3043,29.2917,38.7222,30.4146,15.8966,30.0,23.7941,40.75,23.4474,29.5333,31.1818,29.0,41.4783,36.5714,36.1034,31.6538,46.92,38.0526,32.6154,31.7059,49.1522,32.1395,17.4,38.6957,20.7619,48.1429,38.2903,29.4857,76.5714,33.6667,35.4286,29.5,27.0,39.9231,47.8462,22.5385,30.7097,30.1818,35.6481,37.5385,47.614,23.3714,44.1622,34.5714,35.25,29.48,63.5263,31.1379,39.0952,15.2083,33.3333,32.5217,26.5517,22.5,25.95,26.125,41.9706
HNL,23.7823,27.1391,24.3201,23.9085,24.6726,30.8689,23.2055,26.627,21.5783,21.6349,21.0112,22.9993,23.0519,20.8637,20.7972,25.5356,23.8146,26.4396,25.6148,22.9762,22.2452,24.4157,21.7518,31.1658,26.1316,29.1213,23.6815,24.337,21.3079,23.7779,23.545,22.3946,21.6856,20.1224,18.8459,26.5693,23.2757,25.6198,20.9646,28.0525,22.4271,22.7587,23.8545,29.0938,27.7258,24.3817,22.5841,23.7927,23.9135,25.7804,19.4518,27.0528,24.4611,29.74,26.2173,26.5651,25.8233,24.5331,20.5921,21.2579
HOB,27.5,37.1667,27.4444,28.7,23.7692,95.8,33.7778,63.2308,18.0,21.1667,19.9,58.8,13.0,20.0,18.1429,67.5,53.0769,57.8,49.2,48.9375,36.1818,22.4,35.2857,35.625,41.6923,52.0,50.3,49.3,70.0,19.7143,28.5882,25.2222,18.625,49.2,46.0,24.5,35.9,40.375,56.1818,21.6667,71.2,39.8182,37.3636,29.9091,69.6,70.4286,25.4286,47.05,40.2308,38.8667,42.5385,39.2222,52.7333,60.9524,38.4737,44.0,49.7647,84.6,30.3704,94.9677
HOU,25.1245,24.2036,25.4522,27.0059,33.4026,31.1913,31.4452,30.9397,20.0136,23.4586,21.9263,28.0819,19.955,22.0612,24.0223,24.437,26.7277,32.2382,36.167,26.0575,22.517,19.3779,19.481,25.3454,26.0714,20.3686,21.4428,26.5271,25.2973,31.3245,27.7932,28.0202,22.0522,19.7629,19.0989,25.7096,24.46,25.7799,20.8954,25.0892,26.0911,25.9559,28.8402,26.2538,25.8779,24.9378,22.6588,23.5108,22.6349,27.1303,22.7898,25.8644,27.8301,28.3006,26.928,25.1372,21.5029,23.3441,20.2663,24.8121
HPN,42.0228,46.3697,40.8722,27.7848,35.0177,41.8459,38.4078,41.7216,35.1976,25.4177,35.2634,45.6535,42.3471,48.0095,35.1563,45.0698,36.5021,37.944,54.1866,46.9409,34.8844,41.3887,46.517,56.799,49.323,42.3931,47.3188,48.7331,44.6039,55.7331,50.548,47.4427,50.5052,51.6359,36.6457,44.8265,62.2968,49.5806,40.4135,56.2617,61.5888,47.9071,55.6695,60.3156,43.3438,43.3292,40.6313,47.8598,67.8533,59.9688,42.4006,56.5056,46.3242,62.1402,65.4153,59.8343,35.8044,33.2892,42.6611,51.496
HRL,21.9882,21.375,26.8022,35.0562,38.2791,31.0097,27.4598,32.2921,15.1129,31.0976,25.7885,22.5472,13.9677,21.5179,26.6915,22.314,35.8916,34.032,31.6754,27.9205,19.2712,16.5088,20.5606,26.8625,28.7778,19.6596,23.6579,27.5843,32.5575,36.3406,32.5398,38.1863,19.9125,16.7955,18.9375,26.0811,29.6374,33.7218,22.3578,18.2,29.9174,26.0238,28.008,27.1008,27.6629,37.8889,28.1391,31.7339,29.7157,35.1417,34.1316,31.685,43.9691,44.6899,33.7047,29.7279,30.9175,31.9084,21.9888,41.7266
HSV,34.4899,27.8725,30.2206,30.9182,42.6667,40.0164,30.2231,33.3511,30.0323,26.4615,46.641,31.8349,36.4815,26.5522,32.86,26.1429,45.8684,50.301,62.3813,40.7431,23.9375,38.5735,31.7794,36.8,63.4103,25.5833,31.9104,63.1081,33.5699,46.3333,47.6744,32.8854,25.5556,25.9302,20.8478,43.4,43.9583,43.2595,30.0135,37.1921,36.9412,49.9152,43.1089,45.4449,41.712,41.4172,39.4089,43.1168,40.0368,37.9951,32.3472,43.2135,48.6989,48.7948,58.8606,48.3333,49.5025,46.1303,57.2,43.9961
HTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.8182,30.6667,17.8333,33.9,44.375,43.6275,49.0169,48.3265,49.2727,42.8889,21.625,70.1333,42.125,39.0,39.4286,47.3125,33.5769,57.9524,35.0222,40.3846,59.75,42.125,12.0,11.4
HVN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.6667,48.6667,26.0,73.9697,41.7667,55.6923,47.1923,57.0,39.0645,29.5333,44.871,33.6897,61.8571,54.0588,41.9048,58.2963,27.9474,81.08,78.7391,58.9474,28.0909,41.4286,60.2,47.0588
HYA,,,,,,22.3333,32.75,51.1667,9.5,,,,,,,,13.0,27.0,40.25,54.0,29.8333,,,,,,,,,33.2857,37.625,41.625,35.6,,,,,,,,,54.8,53.3636,41.5,14.5,,,,,,,,,37.1429,52.4444,73.9231,42.0,,,
HYS,31.8846,43.625,36.3333,25.8333,30.2,34.8333,37.9333,27.1111,17.2,22.2,27.4615,20.3571,24.3125,14.875,53.0909,20.3333,34.6667,27.3333,48.4,22.7,42.8,20.4,52.0,30.5833,54.4,37.1111,11.6,27.0,42.2222,36.4167,32.6429,54.9375,112.1,104.4,52.75,26.0,53.125,107.7333,42.8,46.05,67.5161,82.8049,73.1111,53.2286,55.5238,50.88,48.8824,61.4167,81.7857,107.9688,61.0,85.9167,67.0,78.2105,131.8205,54.7692,73.4783,136.5,77.4286,65.3333
IAD,35.5049,33.0089,29.2504,27.1492,29.1361,34.7226,31.1079,31.9358,24.6838,25.2807,28.0685,33.5734,23.5873,27.7743,28.75,26.4259,25.2395,36.986,40.7161,30.4818,26.272,23.999,23.1613,32.279,30.7218,33.8049,28.7778,35.6822,32.1267,36.4768,46.6651,36.7911,30.0,30.2304,33.3655,30.9333,43.9429,36.5143,35.2081,43.4151,50.5769,48.8254,50.8954,51.0865,47.1922,37.6628,42.3002,36.4694,45.8159,48.9874,43.1375,51.7494,54.5797,55.608,55.4549,56.9792,46.0362,47.6754,42.8793,46.3461
IAG,21.0,23.0,51.9231,29.3077,16.1667,66.7692,57.4286,45.7333,27.5,19.5,59.2,44.9167,82.6667,42.4375,44.9091,43.875,17.3333,32.5714,24.0,71.6667,6.5,30.2,16.75,23.8667,23.25,32.0,20.0667,37.7895,34.0,61.0,68.5714,22.125,41.8,24.5,7.4,259.2857,63.4783,66.0625,41.7838,32.913,40.125,54.8462,83.4091,37.6471,77.5,16.0833,50.125,35.1111,25.2778,26.8276,19.3913,17.8889,22.6316,69.25,30.1176,61.2353,35.4286,21.8333,35.6471,46.1333
IAH,30.9306,29.8938,30.1445,34.226,41.6653,42.4666,35.0635,36.3999,30.6103,30.6094,34.9924,36.9334,31.5625,33.6108,39.161,37.4943,39.1196,43.814,44.4665,39.6097,34.6682,31.3831,32.0528,40.566,39.4196,39.9226,37.8086,44.8174,43.8825,43.939,49.7832,46.205,36.4959,38.4841,32.9383,38.2716,44.1622,47.0798,41.2507,41.1176,47.898,43.2819,46.4268,47.8678,48.9662,44.3657,42.2817,52.4023,40.6141,51.359,45.4152,60.3362,66.1176,59.7703,56.6099,56.5213,50.9047,53.3012,41.5563,46.6508
ICT,37.6608,37.6822,23.6159,28.4224,28.8833,37.3324,31.5972,36.4592,31.2164,25.0943,28.2987,30.3436,28.0943,28.9483,30.692,30.1444,42.366,29.1796,34.608,39.1069,34.4228,20.6647,35.9066,38.1315,48.2025,34.6471,39.4524,43.9868,32.6262,40.7971,37.5399,41.9498,28.2189,36.6237,24.7415,47.5966,46.1091,35.3346,26.7401,30.1216,41.5532,42.6515,37.0415,43.4448,45.145,39.9906,31.9142,36.2545,34.5737,44.0836,35.2941,46.0813,41.8179,43.5421,41.7393,37.744,33.7114,37.1594,30.9283,42.8847
IDA,46.6812,24.7455,20.0769,31.6078,24.6744,24.7273,24.8689,27.125,26.475,24.3529,30.6486,24.5,31.5814,44.6538,24.2222,33.4595,41.2432,37.2333,50.95,31.5806,17.3913,29.6316,29.5385,63.7143,46.4107,33.0882,50.6364,41.8571,25.7407,18.4839,58.549,62.9286,40.2703,45.3438,25.5758,66.8909,32.0,40.0877,46.8636,28.0556,32.9577,32.5094,37.6667,44.8444,22.0,22.1667,21.4688,23.2703,23.0625,33.5294,33.5789,32.1,30.1842,37.9688,57.4762,27.1136,21.6327,47.7818,35.2917,26.8209
IFP,,,,,,,,,,,,,,,,,,,,,,,,,,93.5,87.6667,12.5,69.3333,101.0,65.5714,83.6,81.0,160.0,57.0,69.2222,15.6667,13.6667,,,,,,,,,,,,,,,,,,,,,,
ILG,50.5,57.75,58.2857,70.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILM,29.3023,24.4194,48.7333,30.0811,30.725,39.0492,34.7424,34.0517,31.4889,28.3542,29.1,40.28,35.2394,35.6429,38.2083,35.3,28.2439,70.4875,63.0761,50.9114,33.0769,20.22,22.5254,33.7321,64.8841,44.234,52.6,38.6154,33.1765,63.5968,53.5,31.641,27.4474,33.6667,19.6087,62.9714,39.5235,40.05,29.5163,38.1329,34.6598,37.4833,33.3951,44.4466,42.1849,29.7686,29.1462,26.4568,28.7755,40.4631,27.0915,50.8457,38.4076,37.9765,45.1279,42.8614,31.8239,32.3478,33.8599,33.8083
IMT,69.3571,31.5714,48.4286,30.2222,31.4286,51.6,35.8571,35.8571,20.3333,21.8889,64.625,40.9,51.7692,63.0833,55.6667,34.3333,157.8333,65.9,52.5,67.2143,63.7143,19.0,41.875,59.8333,22.7273,42.8333,47.2,63.6667,32.1667,88.1111,87.8333,49.0833,20.2857,47.1,190.7778,68.0769,45.6923,67.1333,19.0909,57.25,27.8889,28.1667,28.3333,28.6429,39.0,37.2308,42.1111,30.1667,112.4667,90.6667,22.8889,65.2,34.0,31.6,26.0,42.9167,60.0,44.875,16.9231,81.0
IND,30.3568,31.1791,30.5106,29.7667,34.1044,35.8267,35.9057,33.0286,26.9734,23.6972,31.1639,33.1727,29.0293,30.489,34.0012,27.9247,28.1551,36.8678,43.4595,39.8536,32.4157,26.4804,25.0912,32.94,36.9883,27.2617,27.7939,36.6287,36.2024,38.15,38.7578,35.9023,26.1402,22.3415,27.665,30.6368,35.3476,34.9691,31.1478,38.3692,39.5498,40.9512,41.4374,43.6767,37.032,33.5415,38.0759,35.2557,38.5855,38.9745,33.5286,43.1268,41.433,43.0867,42.7946,41.7116,35.4165,35.4682,31.5846,37.5278
INL,25.0769,59.5,43.6667,19.1111,38.8182,25.6154,52.6154,32.2143,27.9091,69.0,29.8182,38.125,67.3,35.3333,30.6,196.75,30.5,71.1429,93.4286,50.1818,21.2222,49.2,130.875,51.1875,43.75,92.5,28.0,53.4,59.875,33.2,20.5,37.1,2.0,78.75,45.0,42.7647,119.1333,46.6364,45.5,30.8,29.3333,33.0714,24.875,34.625,26.3333,37.3333,35.2222,39.0,37.1429,36.6667,31.8889,32.5,36.75,61.6667,22.0385,48.1176,40.7,98.6667,35.7143,33.0
ISN,35.8947,37.3194,28.6667,31.9828,24.7083,38.8986,33.2597,33.8511,31.0286,28.0857,38.3636,31.8864,40.5143,19.3043,34.5758,19.1613,23.7931,41.3636,26.4815,37.4118,54.76,17.5556,47.0,82.2174,37.2308,28.4286,49.3636,21.6667,50.0,35.0,23.7692,45.0,58.0833,50.7391,22.44,29.3235,26.4091,31.1304,82.3636,40.0,43.4706,64.8974,27.9,32.2973,31.7143,43.8,22.2857,17.75,97.4167,42.5556,43.381,30.7143,21.0,77.4706,23.5238,65.4211,130.5,45.75,,
ISP,27.9048,31.3129,33.9286,29.1796,26.7574,36.255,43.0963,36.0407,34.3188,25.7818,26.638,32.2,19.9815,24.9836,26.0,25.9946,28.3711,38.0,48.904,27.9043,23.9528,20.686,17.4545,25.1196,26.5578,21.8217,21.0596,29.3842,25.9447,40.8309,38.652,33.3911,21.5321,42.0107,32.6822,39.2483,50.1759,38.8486,30.756,41.8561,48.1353,44.1679,50.9336,51.8403,35.75,34.125,38.4791,38.7786,36.5224,44.0852,41.2547,39.5234,41.1422,34.0056,37.8622,36.4147,25.5,24.9597,32.3371,36.8221
ITH,,24.0,,18.0,,,,,,,,38.625,33.3,70.1304,35.9167,41.625,28.25,65.4286,56.75,58.0,27.5556,41.0,36.7059,93.4074,62.6364,54.7778,58.0455,72.1667,97.1667,44.3333,42.6667,60.5833,42.7857,75.95,43.9474,58.2759,60.6579,92.6818,58.08,64.1333,23.1333,41.7647,61.2,42.25,41.9091,88.1538,89.55,40.6667,44.1304,53.4091,28.8571,38.7576,72.8,37.0714,45.64,47.9474,53.72,51.2353,58.25,95.9333
ITO,17.9213,14.2048,10.7094,12.0337,14.1212,13.9189,16.0391,23.08,20.3077,9.099,13.7115,9.4085,9.5299,11.6333,11.0,10.3636,12.239,14.7578,18.2081,12.3417,10.0842,12.375,10.4173,13.7095,11.6966,24.2866,16.3886,16.7364,13.2202,10.5229,8.5208,12.0,11.5789,13.2857,12.3043,14.1944,14.4917,19.2298,15.6524,14.7698,11.2436,16.9341,10.8553,12.0469,15.9273,14.4844,17.1207,15.5462,11.7895,13.0709,14.7197,8.65,12.1565,20.9901,12.8481,7.9826,10.8082,19.078,12.1092,9.6927
JAC,45.6607,28.8452,22.0069,24.7381,20.3429,44.3537,39.0249,30.1129,32.6627,29.9808,26.8372,59.7911,46.2206,32.6121,39.6508,21.4483,25.9756,43.3913,33.72,46.8211,44.7191,21.125,33.7778,63.3584,59.5565,52.7719,30.5968,35.4688,39.1579,38.072,60.5506,34.0333,28.7333,20.6923,11.75,44.5833,60.5536,28.7636,28.296,47.8571,39.2885,65.9451,54.8528,47.6961,58.7818,55.4688,26.2083,42.5317,39.3985,55.1529,52.3257,33.125,26.5636,54.7558,50.0815,37.201,35.6405,31.5781,86.2093,33.4551
JAN,28.7854,32.6293,27.8655,32.8372,38.9746,36.8077,32.4408,32.148,24.4286,28.4636,30.5789,36.8969,27.3039,41.1524,29.2151,34.4421,32.9579,40.3358,51.8092,46.3333,22.1507,33.2604,30.4946,35.8165,41.6532,26.0345,31.2788,50.113,23.0917,32.4655,45.8203,31.2,24.4691,28.2059,22.3333,33.3288,33.375,35.1887,21.8333,27.4207,38.5138,47.7883,45.1068,38.8474,42.4254,45.0306,38.5779,45.1531,35.3415,32.6591,35.4503,44.1658,60.5628,52.4177,49.9507,47.7659,46.5824,48.6061,35.9825,51.4141
JAX,30.7086,30.9831,25.5645,29.534,30.7104,34.455,32.4646,34.563,26.7063,20.9106,27.4122,32.3411,27.3057,36.8356,27.214,27.8953,29.5976,37.5533,46.2228,40.978,27.6957,23.2911,24.5308,37.4917,35.14,27.015,29.0036,42.6007,33.6519,39.2528,38.6938,33.0903,25.9915,22.0647,20.5452,27.9411,36.963,31.9179,27.2792,35.2021,33.1804,39.8717,40.7972,45.1226,34.973,32.2251,32.3881,30.7745,35.7476,35.7314,37.4566,40.7519,37.3526,44.7461,45.6976,44.4322,34.7218,30.9823,29.712,35.9505
JFK,38.4708,47.6477,53.9896,46.4522,43.6765,45.0694,42.7164,38.161,33.5343,32.3311,32.5831,40.296,36.2441,49.1024,35.3498,39.4333,31.0268,44.0617,62.8542,55.218,33.0529,28.7444,28.6133,42.6759,46.9612,38.9451,52.444,65.4712,76.6798,52.2437,58.6423,48.8178,48.7245,61.0576,29.9195,39.8952,57.1929,40.4776,40.1069,45.9303,42.2903,43.9568,63.0316,63.7339,46.6266,34.1283,45.3743,45.0826,49.0069,47.2158,41.0195,60.1076,45.044,54.0902,68.4873,65.6789,44.6471,41.1491,30.2221,46.2252
JLN,25.4444,39.05,34.7813,44.7391,32.0,33.1176,33.0323,41.4706,27.0,49.6,59.0,68.5882,88.3333,27.7273,60.0,41.7143,43.5,54.5714,91.4091,71.3333,,,,,,,,,,65.5294,29.1,77.8824,36.5,,,,15.5833,44.3333,24.5,16.3077,117.0625,39.3333,55.8929,77.7083,37.381,61.3333,15.6154,42.6154,104.0,58.3333,17.2857,31.8421,29.625,52.1277,33.5385,36.6316,37.9091,30.2222,33.2258,39.8421
JMS,66.3793,32.6364,43.7778,41.0714,46.0,33.1429,24.875,53.4118,24.1818,20.8462,42.75,22.0667,47.4286,109.3333,26.0,38.2857,33.8667,48.4348,22.2778,85.3077,19.1667,56.6154,56.2727,37.4737,40.5217,136.8333,92.6471,52.375,33.6154,28.3846,43.4348,50.1786,65.6,26.4167,67.8,42.0588,38.1538,77.75,158.8889,13.5,80.3333,68.0,138.6667,80.7368,40.7778,120.5556,51.3125,82.95,142.2727,209.5,118.4118,99.1538,36.2,97.1429,41.8529,44.5714,110.7857,31.0769,73.2632,114.88
JNU,31.1951,45.7612,40.8721,24.7949,18.4,24.1164,25.5864,24.8072,20.2708,30.5698,42.7419,28.2727,63.4464,36.8919,31.8295,23.2031,19.0469,29.4021,17.7642,26.303,19.6935,44.54,21.9655,26.7931,38.2619,32.4306,30.1546,21.5424,36.3056,26.4322,20.1923,27.7727,31.3704,32.2131,24.8701,22.6613,30.4528,31.678,18.1905,29.4118,21.8556,22.8351,24.3253,25.5075,20.9649,27.871,42.9492,35.284,31.2055,49.806,26.4737,21.1493,27.9894,19.2269,24.8879,26.7778,23.4173,21.3656,24.4559,32.2743
KOA,21.1875,19.9238,20.9691,18.8122,17.8682,21.651,19.7537,25.6949,19.1143,14.7113,18.376,19.029,19.9594,15.1264,21.6597,12.8861,12.5556,30.3074,22.1335,19.9738,16.6667,18.1142,18.7638,24.1961,24.8896,24.3701,21.8274,21.5,18.6749,17.2611,25.2115,16.9521,15.0761,19.0928,20.1294,23.7176,20.5699,23.5061,20.956,24.1435,23.2463,18.9145,20.4576,28.251,21.8933,19.0364,24.8589,18.5494,22.4067,19.7185,19.0547,18.4218,23.8584,25.8113,21.9657,17.459,21.007,19.269,15.9552,18.861
KTN,30.386,38.5349,34.4225,22.697,18.0,21.1196,26.9053,25.2785,22.3061,25.8772,32.34,31.5192,27.8649,15.48,21.5263,18.9063,20.8049,23.7015,19.942,34.0,17.0571,28.0233,32.907,42.1061,41.1064,19.1714,32.3559,16.3256,34.5472,28.2537,18.3187,18.9359,24.2143,23.5,24.8108,16.5263,15.7297,25.4483,12.129,19.8276,26.8889,31.9701,27.0943,34.186,26.0667,20.3913,41.7619,34.8679,44.28,48.1591,24.375,13.2273,16.6889,27.1,19.5676,29.8365,21.0,23.1795,24.1282,26.8387
LAN,44.25,53.6622,24.9286,25.3659,21.7857,42.3404,51.7442,29.15,28.0435,25.76,36.6727,29.9057,41.0147,48.6212,32.95,46.9091,40.5161,36.9444,56.6607,47.806,40.1364,49.1071,40.4872,51.9825,74.598,53.5147,53.6118,60.4921,43.35,53.0541,45.7619,35.3231,60.3529,36.7174,40.4091,40.2558,64.7172,69.875,43.8033,53.9286,57.1791,48.4468,32.7447,35.6471,45.9545,29.1321,50.6935,79.0909,57.9583,44.8261,66.8472,38.4079,54.6814,55.0721,55.1373,38.0476,46.0862,60.0506,48.7544,57.8358
LAR,29.9167,38.65,21.25,52.9091,31.25,46.7143,26.8333,28.3333,16.0,29.25,40.9091,46.2308,14.25,54.4,61.2727,41.8,15.9091,47.0714,54.5,33.8182,44.3333,13.5833,12.375,21.9375,36.1111,15.8,32.7143,18.5714,36.0,203.8182,86.4375,128.8,147.5455,36.5714,98.7143,83.7143,101.0,29.0,32.0,33.0,30.8824,69.7778,39.7857,48.0625,155.4,140.6667,85.0,45.7273,99.6111,95.6429,179.0,38.7,73.9231,40.2174,107.9259,139.8182,24.5714,62.6923,72.3529,34.5714
LAS,27.2362,29.415,27.5147,26.8809,29.4032,33.2153,31.0882,30.506,23.3998,24.7443,23.7127,29.1692,33.6422,27.3662,27.042,30.6301,25.8462,30.3467,35.4278,30.4265,25.1315,23.8084,21.6991,33.17,36.8039,25.3014,29.6602,29.4687,29.431,30.0591,31.6229,30.7304,28.9984,25.3547,22.4543,26.5612,30.267,27.8652,28.036,29.3464,31.4853,32.0503,35.1173,35.4417,28.9671,26.7453,27.4272,28.5468,28.9441,38.1669,26.5965,34.0477,32.3423,34.5344,34.1589,33.1828,27.1924,26.644,28.2257,32.5648
LAW,32.25,37.6571,31.6667,40.0588,34.52,46.7115,42.6897,40.375,40.0476,39.8333,30.7,31.95,35.1667,53.4,57.375,33.5238,116.0,36.1667,44.4,49.2,31.2368,43.5556,39.35,48.7826,70.0,10.0,72.5714,84.1957,74.0,73.9615,59.3478,54.0,107.9375,75.9,56.0,50.625,38.7647,44.8333,106.5909,27.25,39.8,30.8696,45.6176,88.0256,57.7778,54.5745,60.5217,28.8333,63.2069,41.5517,30.36,29.2174,33.4688,46.0,29.4737,62.9474,55.7059,21.0,47.8125,56.2381
LAX,28.9816,31.7514,30.9365,27.6619,28.2291,33.6255,36.4947,31.8963,26.8095,24.5715,26.4426,32.5299,29.3233,28.9108,30.5466,26.9858,28.5362,33.807,35.907,35.3741,27.53,27.4942,24.0265,37.9026,36.0691,38.046,34.6611,36.9891,37.1836,34.0808,34.6914,36.0397,28.0889,31.1194,26.0772,30.1988,31.7452,29.9987,31.8539,30.3568,31.335,34.2475,35.7161,36.9724,31.0056,30.5367,33.8857,32.0695,34.7891,36.5543,34.441,35.1545,35.9173,38.5863,40.0174,36.6234,33.6348,30.1163,31.052,35.0118
LBB,28.5103,22.994,28.8471,27.1867,35.7951,33.0281,32.0637,29.8462,22.4731,37.0194,29.745,32.2462,24.5849,17.3095,30.9225,28.8433,37.9774,40.7023,42.3358,32.5147,22.4583,13.3614,23.3613,26.614,32.8931,27.3333,27.6977,46.7029,27.6118,31.4701,21.4437,35.462,20.8,28.056,20.7474,27.8225,31.3312,35.7225,23.7747,30.2353,37.3892,36.6462,37.7136,35.0576,37.5917,41.9208,32.5825,49.1818,34.3534,47.592,32.9337,29.1488,36.8204,51.8587,36.4,33.3957,31.608,42.8207,44.0326,35.7773
LBE,41.3947,55.093,36.4878,33.25,36.2923,58.6377,37.0,51.2338,27.1111,50.4242,32.4333,43.4375,36.7714,64.4595,54.7627,56.84,28.2,36.3913,61.2414,60.2083,46.7222,24.6154,59.1667,30.25,45.2308,44.1818,85.2174,54.4762,39.3704,36.8333,50.4865,52.3214,48.8,34.6364,63.2,56.0333,39.5,30.6087,79.8667,71.04,49.2632,65.5185,58.6,96.4688,62.0,26.0,38.0833,48.7333,33.2188,40.5484,24.9231,50.7188,62.4667,76.1818,66.8718,61.625,31.5714,44.9412,41.7368,58.1154
LBF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.5,83.2222,38.3,25.625,61.0,48.375,48.3125,23.7143,30.5,45.2857,37.2,40.0833,142.8824,42.5714,39.1667,28.6923,21.9524,36.1905,169.7647,83.4167,104.0,40.5,83.2778
LBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.3333,51.8182,80.5833,42.5833,62.6111,60.5714,58.6154,20.75,89.75,28.0,73.7857,34.9167,21.7273,51.5,20.4545,38.6667,91.9524,168.7692,51.5333,46.0,33.8125,43.2308,35.2
LCH,37.3953,34.7273,27.5072,33.0364,37.1094,36.3472,29.2826,37.9167,26.76,30.4194,14.5455,31.9677,44.7,42.2,22.625,31.3333,38.0588,72.3636,69.5185,53.8125,45.3889,27.625,86.45,98.5952,51.7742,45.7647,50.0,58.4,66.2667,58.6538,32.0833,21.2222,37.8,36.25,75.9,22.0769,95.2917,50.8485,21.9444,26.1579,24.1875,45.0313,21.0,40.1579,36.6571,36.7907,34.2558,59.1707,53.875,73.1379,28.8077,53.0541,45.0,81.0286,34.5581,37.0222,44.6667,31.2308,43.3939,77.973
LCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.6842,17.3636,68.1176,19.9615,48.25,44.7903,67.2,60.0345,34.9286,24.1053,38.5882,36.3125,48.3846,54.1818,33.25,51.4074,23.8571,51.4255,44.3256,43.8571,48.0909,110.1053,49.1818,106.9444
LEX,45.8068,37.2436,30.6429,29.9364,33.123,34.2081,31.7316,34.9471,32.5433,30.2424,46.9573,31.5082,42.8661,46.2276,39.0874,33.4026,41.0538,41.8151,71.1224,54.2177,63.3391,29.5,69.1667,37.7973,57.4076,73.1593,57.7628,59.2792,41.9776,62.965,55.8805,42.1048,31.3289,38.425,36.127,41.8941,42.9175,46.9492,39.1145,44.399,51.587,48.6872,44.1641,49.6201,40.5238,32.4044,29.3766,39.293,49.9767,51.5537,50.0202,48.0375,44.0755,50.8639,55.8233,46.0085,29.942,38.7,44.4906,44.4312
LFT,34.5422,31.4154,32.0163,29.8488,32.6931,39.1164,29.5772,35.3953,27.9865,30.7959,20.4516,34.7097,36.1964,27.451,43.1964,47.383,43.5111,47.4727,69.1429,58.7424,31.1064,34.9149,39.96,45.1136,65.3582,38.7021,65.1058,39.3214,50.541,40.1364,36.8276,42.7576,74.7241,34.3478,26.56,35.2759,45.875,62.975,42.7593,35.5789,37.2235,45.3028,40.8367,60.0361,51.8586,49.9252,35.2642,59.6932,45.8539,50.2577,51.5,49.8812,44.0435,53.4615,48.7902,43.169,43.8222,50.418,39.9891,61.3759
