Dest,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12
ONT,28.7348,27.4037,25.7265,27.6502,30.65,34.1453,33.4599,28.8425,25.5954,26.7482,25.8939,27.5978,29.2167,23.5105,28.6975,29.2417,26.2668,30.8093,36.7279,28.9969,19.3743,22.5758,22.4923,34.6651,34.2638,27.8281,28.0345,30.8892,28.2236,33.8908,33.2363,36.5507,27.0442,25.314,29.1521,25.7332,25.2121,26.1716,23.2089,25.2191,32.2727,27.3312,32.5891,33.4906,30.8748,28.5351,24.6882,27.3881,26.3403,31.4926,31.8805,27.8391,30.8416,34.4835,30.0775,27.8977,31.0288,24.9449,25.1201,30.2025
ORD,42.3451,42.0336,38.2267,40.9503,37.0053,47.7429,41.2973,40.7672,36.1414,30.9644,46.2441,41.4826,34.2343,47.3509,41.4097,33.3941,41.2573,41.1043,52.3653,47.1832,42.1551,35.2219,37.1337,44.5079,45.0596,44.7139,47.2333,44.8257,46.7111,55.1578,59.6269,53.0983,40.0309,47.2971,38.6217,48.7314,50.2185,54.2456,36.8211,40.687,59.8542,62.3687,50.725,58.3327,54.9667,40.0599,56.0739,41.7462,71.3994,65.3621,47.9569,52.7307,58.1466,58.4285,68.471,57.2312,60.443,45.7133,55.2993,49.4433
ORF,27.3549,32.8449,30.0518,29.1553,32.638,33.352,33.5749,29.0879,27.7782,22.1433,28.949,35.4441,26.2492,27.1107,23.1929,29.5146,28.1611,37.4151,51.1158,44.7981,32.1681,23.9921,25.9214,33.4951,32.5406,19.6234,25.9049,42.6361,29.4408,35.1185,34.2106,28.4297,30.1124,35.329,27.3745,33.7455,48.539,43.8663,33.488,37.4079,36.4804,45.854,43.7838,51.8276,39.8133,34.8344,36.1898,33.5641,46.2456,39.4637,33.8752,41.2984,40.3825,47.0434,46.9988,44.6958,38.229,32.7109,35.2177,39.6189
ORH,37.8571,46.1667,38.0,75.0,41.0,39.75,43.6,42.6316,17.9091,16.6364,18.4444,32.4643,38.9333,27.7391,36.5455,44.8125,40.15,32.7308,26.1724,30.871,39.25,36.0,30.0,20.9167,37.0,38.75,32.5,19.1429,50.8108,66.8621,56.35,23.9167,55.7778,16.5455,32.5,39.8333,64.9167,49.3333,27.2727,56.0,58.6154,53.3824,60.0263,64.5366,52.6857,32.1111,50.85,57.4054,70.8462,63.5806,41.9737,61.325,66.7083,59.9756,77.9231,61.8772,60.4857,32.8462,46.2,63.56
OTH,52.4444,67.7143,35.2857,32.8889,24.2308,16.8889,57.7857,55.9545,31.5455,60.6,73.1667,71.6667,51.0,99.6667,74.875,68.7143,39.1818,28.3636,68.4167,56.88,30.9,40.5,34.25,57.3333,27.625,37.25,50.8889,78.625,57.3333,66.1333,52.7,52.2414,35.7857,46.9231,103.875,44.6667,76.8,132.0,68.3,41.125,85.5714,51.2,30.7333,116.5789,34.9167,54.3333,70.0,45.5625,28.3333,56.6,75.6667,51.0833,51.0,67.2778,26.4,49.4348,44.3125,28.0,45.25,76.6667
OTZ,30.1176,39.1,29.2667,49.0,13.2,18.4375,27.3125,24.7143,30.9,27.4286,28.9167,12.2308,19.4444,24.1111,11.0,16.5,11.0,21.25,20.4,32.0769,10.1429,12.6667,7.375,34.0,15.1364,28.2308,20.0,15.0,26.0,20.75,17.5714,32.5,82.5,15.9091,30.7143,13.9286,30.0,26.9,27.75,87.0,20.3333,9.5,7.1429,11.8462,19.375,31.8667,23.4,16.0,46.0,33.0,26.2143,49.1429,34.2857,67.5333,8.25,11.6364,4.25,17.3333,22.6667,17.8333
OWB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,30.75,13.0,36.25,59.1667,11.0,24.0,91.0,22.5,11.25,27.6667,14.0,35.6667,22.0,7.6667,18.0,59.5,27.5,56.0,196.0,,18.0,62.0,39.25
PAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,42.92,39.5484,38.8936,39.3704,40.381,36.3617,31.5957,25.1282,50.8378
PAH,41.1667,56.2381,25.3333,41.9091,31.7143,52.0,22.6,47.0417,57.0,23.3333,25.8571,50.5556,59.4348,52.7857,37.0714,29.9091,28.0667,56.125,34.0,25.2105,21.4286,32.8182,43.0,61.8182,41.9,24.6667,125.7692,81.75,46.4545,54.3529,83.88,41.45,83.6667,34.45,62.8889,57.2941,45.5455,30.1538,45.5,14.9091,49.0556,81.25,32.4615,57.0435,32.875,36.3125,50.5385,30.2609,68.0968,57.6923,86.7037,68.4194,56.2105,102.8235,54.3947,69.1351,77.25,70.5714,41.9565,116.0
PBG,22.375,41.125,33.7895,28.6111,25.5,59.6,34.1818,34.5333,50.6,35.5,22.1667,51.9048,28.2727,41.3077,35.1,22.125,27.5714,99.4,22.6154,49.75,30.6667,33.8,21.0,23.5517,33.6471,40.4444,48.1333,25.0769,61.625,53.5,39.3,23.875,9.0,37.0,24.4286,168.0909,17.6316,66.8235,46.7647,39.3478,31.0556,36.8,33.6111,37.7333,83.1667,138.8,136.5,35.08,94.5185,143.7222,62.8636,66.9302,139.5909,45.4815,86.8704,53.7222,61.3889,94.5,156.0,66.9394
PBI,28.9432,31.4852,31.8728,28.4051,31.5831,39.8312,36.2325,38.0288,27.8265,23.4328,25.7335,42.4249,32.1606,39.1571,32.2468,30.9876,27.0791,35.7141,42.3913,37.9741,25.7686,21.6954,28.3611,35.4936,38.9854,33.5642,35.6867,48.0416,43.6317,44.4036,43.524,39.0346,29.744,28.566,23.7138,36.6163,40.173,32.0576,33.0126,45.2993,36.3002,38.1308,44.4456,44.385,34.1443,25.4776,36.8942,35.0252,39.3027,35.3862,39.2435,47.5985,43.6268,43.4825,49.1146,47.8458,31.2121,29.1868,29.9076,37.3249
PDX,29.7142,29.7695,26.0466,26.3984,28.6604,32.7736,28.8402,29.4374,23.6789,22.9676,25.4815,34.246,28.7934,27.5243,27.4656,26.4473,27.9956,31.0306,33.4096,30.3459,25.8402,23.942,23.0948,35.3513,35.8226,32.8464,27.9787,31.1918,29.7785,30.6114,31.0276,30.9238,27.0957,30.5965,27.455,28.3084,27.2339,27.5226,27.1738,26.7662,30.6871,27.7096,31.5999,35.7253,27.7671,24.5451,28.2473,26.5366,27.6425,33.0409,29.8974,27.9493,29.0731,29.8535,34.6501,29.116,25.0489,25.0721,25.7804,29.8555
PGD,,,,,,,,,,,,,,,,,,,,,,,58.625,36.2941,73.0476,60.4118,25.16,38.4615,,,,,,,,,39.8957,55.452,43.1367,42.8767,55.0909,71.8363,76.7243,45.8322,32.8246,23.5077,33.6,53.5563,51.7849,41.7692,39.6606,46.1741,48.2628,68.1867,57.2548,68.6095,49.8596,70.9464,50.8227,52.398
PGV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8485,44.6897,61.5217,50.8933,46.8214,55.45,45.9,48.1667,,,,,,,,,,6.3333,31.5714,43.3333,
PHF,27.9744,33.2083,32.45,41.8966,37.8,32.5593,44.037,35.1607,28.4,27.0345,35.5686,41.3556,31.6071,42.8846,38.6957,30.1579,27.0,33.0513,39.5833,46.8095,32.3,36.1538,31.35,35.6667,74.7241,22.5882,29.697,68.5,49.3667,43.6765,36.2667,24.92,17.9444,32.04,43.0588,23.5333,45.2195,44.2656,37.4,29.6036,41.4828,62.4685,31.1157,43.6505,54.7164,26.2391,25.6585,82.037,17.0,32.4348,25.5909,40.1296,36.8286,44.1444,44.0964,46.0337,31.0444,34.3167,48.7808,34.7761
PHL,34.6694,31.4822,33.82,29.4115,33.9484,38.0797,33.3381,32.9636,32.7998,27.2076,28.1154,38.0994,30.0005,35.5675,28.99,30.4131,31.7453,39.0317,45.9371,39.9469,36.4149,25.3925,25.8595,36.7916,38.2443,31.8804,31.7614,41.109,35.268,42.7841,47.5709,38.9326,33.1878,30.6802,24.9144,34.9468,38.606,38.1677,36.5241,39.7298,47.0653,43.3786,51.8753,50.6519,41.8449,38.7179,38.1176,37.0849,36.075,42.8925,38.1111,45.3386,50.3904,48.1079,53.988,48.8178,41.5043,38.3529,38.659,44.8478
PHX,29.2351,29.6817,24.8111,25.3288,27.6287,31.1336,30.0358,28.4178,22.2696,22.213,23.4461,28.0824,25.1463,25.2098,25.3137,23.2193,24.5824,30.9685,36.6085,32.5155,23.1945,28.077,24.7589,30.2732,29.4048,27.3114,25.3033,29.1407,26.1697,30.488,30.3744,29.7809,24.1827,23.3372,22.4011,26.7803,30.764,33.568,25.9445,29.2675,30.1723,32.152,35.6793,36.0906,33.0669,31.0097,30.016,28.6414,29.7378,32.8503,31.024,33.5498,35.2846,37.8695,37.8253,34.9675,31.8125,30.0647,32.9315,33.461
PIA,42.0657,32.5417,29.9744,27.9508,37.7881,30.9735,31.3053,29.3217,34.1633,36.2391,41.6408,30.5259,36.5303,50.9024,78.4068,33.7568,25.8444,24.614,35.4815,50.7571,34.5405,32.7143,65.439,92.9298,50.8,43.6957,81.3942,77.0909,66.2,67.7778,69.4149,69.4487,59.875,69.9647,37.0286,67.8136,70.7021,52.3798,39.3193,47.0762,52.4891,60.6863,43.5938,48.5878,42.7876,47.287,46.2721,49.1148,42.396,45.3276,36.2317,43.5948,42.9515,50.3517,57.3538,33.3113,42.7534,34.9375,54.34,65.9925
PIB,32.2222,49.1667,33.2593,64.7692,70.12,62.1818,22.7273,35.5455,26.5,49.1176,34.5333,34.0909,31.3333,39.75,129.2,97.1875,134.1818,143.8333,39.6071,100.4091,32.6923,30.5,148.5,5.6667,32.2727,47.5714,47.0,112.7647,49.0833,50.2222,102.963,135.9286,97.4286,53.2174,75.5,110.9545,142.5,68.7368,76.1538,59.9333,113.2727,45.9565,49.1905,70.6842,39.9412,52.5333,57.6667,53.7333,88.1111,122.4643,52.0714,111.619,64.4762,73.5,52.6452,38.5862,81.1429,38.1,52.5,53.1053
PIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9029,55.4744,43.1394,68.8075,69.9637,70.6817,58.9832,62.3435,59.6348,38.7143,49.6364,47.9876,36.4667,53.8333,49.0063,56.388,48.7701,55.0789,65.4153,57.2097,57.5921,52.9603,39.7515,53.567
PIH,21.3333,20.6667,9.5714,8.3333,21.7778,13.8889,18.1429,33.25,32.8333,4.6667,7.3333,20.875,31.0,94.6364,22.0,23.6667,34.5,25.9,36.5882,16.4667,11.6667,73.25,77.0,24.8333,81.381,20.25,37.3333,102.0,9.1,14.375,43.8571,56.4,34.5833,22.1667,20.0833,158.0909,20.3333,23.7391,19.1111,20.4737,22.4615,8.2,18.9524,22.04,32.2778,50.8667,63.0,40.2143,21.0,42.15,61.375,41.9091,19.3125,27.8,44.0,38.7368,10.8667,42.6111,27.6875,77.9615
PIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.5,24.7647,77.84,140.8519,45.5,80.1111,33.8667,43.75,111.4667
PIT,29.207,29.1156,27.2473,28.056,33.8943,38.0861,35.0514,38.661,27.0667,23.13,27.2184,33.9686,26.8565,32.8856,29.4444,28.8872,25.7906,37.4014,44.4193,37.3195,29.1835,27.0613,26.6549,33.8293,34.3125,30.0727,28.0936,38.4337,34.9587,42.0689,41.7114,35.4322,33.5878,30.4071,24.9558,30.4477,37.2352,34.2058,29.12,36.4004,40.2108,40.3262,40.4335,40.1369,36.8129,32.2083,32.8298,32.9476,41.5891,39.6538,34.7117,40.5856,40.2439,45.2584,43.7293,42.606,33.2216,35.497,30.6711,39.6085
PLN,48.8571,73.5294,52.875,64.9,54.0,32.0588,55.9412,55.375,45.8667,34.0,76.4286,65.2727,36.4444,52.125,56.75,60.8235,151.3636,26.7,27.931,67.6522,113.8,22.8,29.5417,39.7632,46.2778,37.3333,26.7308,52.1111,61.9412,37.875,80.4333,48.8333,124.8667,38.1818,120.9167,72.0833,128.6786,123.0556,87.0,29.4545,66.2,31.7222,36.7742,31.4348,33.5294,26.7857,48.9412,93.8,68.36,136.0,150.7222,88.7778,60.25,58.3333,45.9744,43.7143,26.2,36.25,39.4286,126.1333
PNS,27.3165,26.3287,30.3034,32.1122,30.1827,28.1924,26.8858,34.6041,18.2483,22.1164,25.9787,28.8636,27.192,30.3858,21.2468,25.3514,27.9799,30.6748,38.9533,41.3384,23.6838,27.036,22.4639,32.9497,38.3034,21.9759,24.9404,41.6243,21.3012,33.3418,24.098,30.6058,21.3,25.9929,22.9259,34.3822,37.0519,30.6146,28.1148,24.1614,36.3405,43.9435,34.6102,38.727,38.1581,35.6914,27.9172,31.0129,28.2146,45.8704,35.8042,38.9243,35.8605,40.1938,42.7671,39.0068,32.0073,36.4369,36.9603,39.1188
PPG,8.5,11.0,125.8,5.8,1.0,5.0,10.5,42.0,4.0,30.4,31.1429,41.4,3.3333,20.0,1.6667,6.3333,34.6667,32.0,1445.0,14.3333,13.0,14.8,10.0,7.0,5.3333,9.2,13.0,10.6667,10.2,9.0,19.5,10.0,5.0,23.8571,11.0,8.0,8.1667,504.8,18.6667,218.8,7.1667,139.0,8.0,18.6667,7.2,10.0,5.6667,12.4,9.375,8.3333,10.6,8.5,14.0,50.0,13.8,28.2857,13.0,28.5,22.0,10.8889
PRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,73.1,38.2727,69.2727,47.5333,28.55,49.8571,53.5333,30.2,21.8182,64.9259,27.913,44.2692,34.0,37.087,42.8125,62.5667
PSC,41.6835,42.9259,19.7593,38.5636,28.0,29.1519,38.7176,30.2055,29.119,28.0816,32.9036,37.4623,54.32,35.7143,37.6078,36.8784,28.0154,39.9615,50.7961,41.2909,48.4746,31.5,73.0,52.3925,47.989,44.4561,44.1852,36.7966,36.8451,29.9733,43.0217,50.2479,26.7302,37.2059,41.2024,52.1684,40.2371,41.1205,37.5556,27.5,55.6667,37.5909,33.2688,39.2289,31.037,27.6857,38.6364,31.9333,50.119,57.551,44.4857,29.8182,30.8824,43.9643,62.7778,41.5556,42.3659,35.0476,89.172,47.4485
PSE,23.2963,28.75,31.2258,37.4286,26.9412,34.8889,34.0192,37.1364,34.48,21.6129,13.4706,34.7288,34.0408,41.8611,25.3261,41.2143,17.7143,38.0667,41.5667,36.7619,39.3125,30.3333,20.6364,34.7111,51.2308,28.8636,36.2174,32.3226,47.2581,69.7885,48.2344,44.1739,54.5714,,24.5556,49.0,28.9394,30.9,38.439,40.3846,52.0435,33.0,42.6111,55.0185,32.3125,17.8333,38.7941,38.8085,44.4839,27.0714,50.4054,52.75,40.9118,55.7778,81.0417,70.9412,54.9565,55.85,37.5217,42.4038
PSG,58.3333,21.5294,61.9048,17.5,34.5833,38.6667,26.7813,29.4375,18.2353,32.96,23.1111,26.6667,17.2308,33.3636,25.0,21.6,27.7778,18.7647,17.5217,29.8077,11.0588,46.6471,20.6,34.2286,42.0455,30.0625,53.4783,23.4444,30.6111,38.8667,32.05,25.9412,34.6538,45.0909,42.5,12.25,24.8,23.9474,25.3,32.3333,15.3571,27.6154,4.0,40.4375,37.0,27.4,51.0,26.8889,43.5882,71.8125,48.8462,27.9259,17.6087,14.2308,12.35,35.0,18.9,24.5455,30.0667,25.65
PSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,55.9091,43.7778,38.1333,28.7273,85.7143,66.3636,42.1667,7.3333,51.0,16.5,48.8889,23.1111,23.875,28.5556,28.8,48.0,37.0455,55.2,49.0,84.0,92.0,65.4,37.875
PSP,30.9924,34.1907,29.687,28.9934,31.1595,46.5074,45.0069,32.0183,30.0813,31.0898,26.8261,34.4377,36.6275,36.2764,37.1105,31.0809,43.5128,42.8767,42.8421,31.5714,25.7619,32.2,29.4065,38.8952,37.2253,36.4518,31.9457,42.8546,45.4381,38.6929,53.7771,47.3224,32.0522,42.0407,34.1467,33.6614,31.5417,35.3125,29.1707,25.2061,36.764,41.4,39.9078,47.0558,32.7787,34.0296,29.6345,32.4926,42.2977,43.9593,42.3948,38.7843,42.6043,53.2932,40.9841,36.5204,40.3568,38.5,35.5661,46.165
PUB,56.3333,30.0952,32.0,33.0,13.8,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.6923,124.5,43.75,35.8947,151.6,147.6875,41.2353,33.5789,51.3684,31.0909,97.5,25.8889,176.2353,34.1667,40.0,70.9375,63.2222,65.0,81.9286,89.0556,33.4762,47.5263,74.3,50.6667,41.5882
PVD,29.8859,31.4417,29.8544,27.4227,26.3918,37.099,36.5916,37.3945,25.1433,27.045,24.5963,37.4869,29.4958,32.1649,28.2979,26.6433,30.2937,37.4348,43.7019,35.0761,27.349,29.5019,27.5573,35.0125,33.432,30.0595,27.3767,34.897,31.4274,35.2801,38.2284,38.0279,33.0431,28.0668,27.8482,34.5674,46.2622,34.7131,31.7868,37.4019,38.3589,40.6896,48.0807,39.4763,34.8394,31.4131,34.7191,35.2685,35.2329,43.4606,33.6075,40.9614,39.8149,45.3247,41.8211,36.1655,29.9067,35.1235,31.4106,34.7069
PVU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.5714,19.0,44.0,22.9333,42.9333,62.9412,21.6667,40.6667,29.6,76.4545,31.3333,35.6842,40.6429,49.0556,18.9375,13.1,45.4615,42.875,45.9091,53.5,41.7143,157.4167,27.0,24.6364
PWM,28.7381,29.0488,33.1556,36.9426,35.5625,44.2742,43.7625,37.5611,28.1765,25.2238,30.8661,34.788,27.0508,46.4058,32.0157,32.4863,25.0922,38.7136,45.2347,40.2268,50.3065,37.3249,31.016,40.2881,40.3615,32.8621,44.0424,43.2171,53.6101,45.0043,49.0972,39.0757,36.0432,28.825,32.5125,36.6667,51.5897,42.1263,46.0902,45.1451,38.2757,41.9823,49.0352,50.1723,37.4985,41.4053,45.7043,40.0103,60.8161,46.7522,37.9244,43.0893,43.4861,51.7095,50.4554,55.9431,43.9283,42.4034,33.316,42.7394
RAP,35.5854,19.4355,30.7397,25.0882,37.0976,33.642,31.8844,32.437,35.8182,37.8056,38.7857,47.8472,32.7541,58.2619,27.25,21.5745,36.1667,52.4156,38.9364,42.4054,34.5294,25.2222,29.2593,39.0244,53.6,40.3889,70.1724,31.6571,33.8462,45.0685,45.42,44.9364,31.9,30.0156,29.9143,40.96,55.4918,39.2754,37.3243,34.775,50.626,49.2302,42.0059,37.0074,41.7717,42.134,44.2738,67.5119,52.5316,60.7349,40.9437,52.7286,55.425,48.2912,46.5495,43.945,31.7552,52.7551,35.8734,51.9606
RDD,54.0667,43.32,30.3158,23.4375,52.24,45.7826,29.4286,43.35,27.8421,36.2353,50.8889,42.0714,41.85,36.8462,69.0,39.8095,74.4444,45.8,55.4583,40.7714,20.8824,35.72,29.8,37.381,58.037,55.65,47.8333,83.6897,49.8333,54.1034,49.8,71.225,34.44,66.8421,36.7143,34.8696,38.1667,38.875,22.8125,50.0,50.1739,64.3571,58.48,70.6667,80.7333,66.381,49.5,45.1389,59.1818,106.4444,78.4,33.125,76.7027,50.8378,49.3514,42.4314,59.0217,58.3469,32.4054,66.0192
RDM,43.1458,42.4286,31.775,29.2703,44.4667,33.7761,34.871,31.8824,29.9524,27.6596,29.5238,41.6,47.449,41.0345,42.1667,41.6875,54.5789,41.8765,45.0,44.6117,21.1429,50.1667,37.2679,37.4767,51.04,51.0392,41.0755,57.6833,62.7467,36.6772,57.824,63.363,38.6508,56.9865,54.8889,72.8953,35.0984,49.7593,36.5091,37.6207,36.8333,45.1304,48.7529,54.1313,39.8267,46.7778,77.0328,82.783,112.7308,62.28,72.2667,47.9434,47.7755,51.3121,40.7009,45.1774,48.7349,41.0759,42.0488,55.5414
RDU,30.357,29.8315,30.7573,27.7607,31.2129,37.3367,34.8467,34.9742,27.6379,24.94,25.6721,31.9841,30.2771,36.9475,28.9611,30.4428,28.7553,37.3968,46.0185,41.1455,26.9506,25.2863,24.4398,31.9599,36.3487,29.2892,31.7081,36.6772,34.0799,36.1111,39.7454,32.7883,29.6116,28.4798,25.648,32.6347,37.8923,36.655,33.1321,37.6518,39.6556,39.7498,43.0443,43.3356,39.1159,31.9204,36.5961,36.05,36.5178,39.167,35.9469,40.8968,39.4382,44.8587,44.0975,43.1022,34.4404,35.1396,29.3077,38.4911
RFD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.25,44.0,34.0417,29.2778,63.7143,47.4091,54.6,51.1,48.3333,18.2,29.1667,81.4,32.15,42.9286,17.1111,24.2174,43.1333,38.7097,39.08,17.4167,62.3333,40.2143,31.7692,44.0
RHI,43.1,23.7692,31.8182,22.1875,39.1176,37.95,28.875,69.8571,55.9167,19.8571,64.5625,53.3333,34.6154,72.9375,55.7273,37.6364,64.5,27.6,59.3,51.8571,26.8333,122.625,73.6667,38.6786,38.7333,28.8,45.6667,139.9333,90.8125,24.6875,23.6667,25.6667,270.0,85.3077,8.8,142.6,266.8889,32.5833,17.0,31.0,115.8889,54.0667,108.5714,94.0,86.7778,44.0,97.4,59.8889,77.0714,97.4444,69.5833,78.7273,75.3333,26.2222,80.9048,35.0556,84.0714,40.6316,169.875,37.2381
RIC,37.8608,32.4737,34.5314,34.8609,32.6347,39.0628,41.5377,40.3607,34.9,32.235,34.2619,38.9676,34.0056,46.3607,36.9017,36.0727,40.0479,46.0793,57.1687,50.0409,34.9608,35.0532,38.7159,40.3191,55.2793,41.3477,45.8991,50.9819,59.4193,49.4943,55.2286,43.9849,43.0271,45.1572,28.4053,46.5463,45.6542,49.6756,39.9601,47.4134,40.8532,40.7712,49.4981,43.0054,39.0677,31.9948,43.1122,41.4977,45.1,44.159,41.2546,44.2244,40.2818,51.1498,50.523,49.2544,42.735,37.5527,35.1333,42.5868
RKS,31.4783,23.9167,30.9286,25.8,38.3571,49.0909,41.3333,28.45,16.875,24.6667,25.6154,19.4,35.4615,30.5,38.1667,41.6667,41.7273,63.7857,19.381,42.0,22.1667,64.0,43.5455,27.3125,34.375,17.4286,57.8571,35.8889,54.1667,38.6667,39.7273,41.75,18.4,40.4545,36.8333,36.8182,109.9091,165.75,34.7,22.1667,25.7778,39.1818,33.0,70.5217,16.0,26.6875,44.2727,30.7273,91.1667,32.25,61.4167,36.1333,30.1667,64.2857,31.9565,89.0,19.1429,63.75,37.1667,109.0667
RNO,29.1905,27.5426,30.7647,29.4286,25.2049,32.7132,33.0423,26.8571,24.5245,24.989,24.3113,32.424,22.2541,23.6495,28.2885,22.075,27.3805,28.5543,34.445,28.6848,24.2565,22.8688,24.5028,33.6489,34.58,27.3341,26.0505,31.1184,25.1721,29.4937,31.9731,31.678,29.6994,26.0385,24.6775,25.7032,27.489,31.2176,25.677,31.894,31.6235,30.2711,33.304,38.6368,26.0989,22.5027,29.5765,29.3119,30.6437,36.8301,28.4196,30.5458,36.7032,31.6443,33.4271,31.3238,31.7902,26.5324,27.2495,29.3351
ROA,36.9216,37.4792,28.2687,29.7857,29.2787,31.4458,45.3662,44.5455,23.8182,17.0455,46.5741,48.1143,29.1273,46.6545,18.5385,36.7115,44.2273,40.58,54.5469,49.4795,34.2745,40.2353,39.4524,32.6935,66.4861,37.8,51.2308,61.102,32.2931,51.5857,39.1754,32.5833,31.0769,16.1176,26.7857,28.1739,47.9851,43.0,38.04,40.4474,38.1667,61.9063,32.0167,45.8462,32.6462,25.4815,39.7794,55.4565,28.8095,41.2258,29.2031,40.6984,55.5385,46.4409,44.2065,38.9647,56.2917,25.1389,38.28,53.1905
ROC,34.3871,31.9729,32.0757,28.561,37.7879,33.4674,35.1359,36.5932,26.7927,25.8565,30.6667,37.3643,23.6634,42.3218,31.8341,28.0199,29.7763,37.413,43.7952,43.8652,28.8324,34.8471,32.9,35.5812,42.2049,30.0821,33.5917,51.2,41.3153,50.2542,43.0,43.3726,40.7865,35.7968,31.2331,40.7772,40.7467,38.6951,29.5194,33.6088,41.0189,45.4398,43.7919,46.6942,47.0936,36.2884,47.682,36.3095,44.1751,52.3475,38.0992,44.1064,33.8487,48.5152,48.1688,45.6519,38.1833,39.8264,37.3868,48.6768
ROW,39.6667,24.8462,28.6667,26.5758,35.2,33.2973,40.2917,26.7368,29.7222,66.0,27.45,21.9333,44.0,1.0,32.0,59.0,13.0,22.8,38.3333,74.4286,71.2,24.0,35.3333,66.5455,54.0,40.75,12.0,129.4118,53.0,33.0,11.6,20.4,,1.5,12.0,19.0,37.5294,35.1071,51.6316,26.2222,30.65,36.25,44.5556,124.619,99.4483,59.5152,22.9474,72.1429,126.3143,61.6,24.3846,43.8421,56.4545,49.6842,59.1579,34.5625,73.2727,30.8,29.6,38.0455
RST,46.6905,43.875,37.2319,26.8431,24.4912,34.4667,36.5733,33.1642,28.8148,21.8837,38.2708,28.4474,51.88,45.12,40.5,35.913,43.5769,34.8333,47.0333,39.697,38.0357,37.4375,36.9545,35.4643,67.8889,79.5,68.6563,76.0405,50.0161,53.9318,50.3731,54.4505,40.4314,59.7397,34.9583,42.5593,72.5698,68.48,46.1806,45.7067,52.6292,62.8105,57.2471,46.0968,44.1429,29.7647,38.4051,68.8791,48.2151,54.4488,43.8706,36.0725,40.6508,56.8438,51.8776,46.7838,29.9344,22.6667,42.2931,52.7952
RSW,30.0162,30.7918,31.8744,27.6189,30.4196,34.7454,35.0073,30.7276,25.1372,19.0385,27.384,35.9728,27.1651,33.238,36.5055,35.4353,27.7966,34.9414,39.4567,41.1372,30.3079,22.6606,21.7535,34.8078,32.7842,29.0355,29.1546,42.1664,30.1149,40.9199,40.2791,37.8529,30.9579,27.5963,24.1095,35.6299,33.524,33.4486,30.3556,35.6628,34.8528,37.9567,45.3281,40.5319,33.5205,29.3266,33.2413,34.7306,35.676,37.7099,35.822,49.1783,43.5338,41.4719,39.2126,41.3852,31.22,26.8544,31.0109,35.1339
SAF,26.4043,27.0909,28.2807,33.6984,23.6338,33.725,30.0,16.7727,22.9231,27.2941,41.28,27.1053,16.5,29.913,56.1034,68.7727,27.8,60.5152,39.8372,72.0208,53.85,107.5455,82.0,38.3784,36.4615,37.1,54.2,64.5385,46.2692,59.7,39.0294,72.2,90.0,31.4545,41.3704,54.6667,46.6923,80.3438,79.25,23.6842,62.8966,94.6053,97.7857,35.6176,45.4375,48.6111,54.3846,30.0968,78.0,77.0909,48.0714,50.9375,55.8654,36.6667,70.48,47.5,46.0,39.1563,41.2593,41.3421
SAN,25.7627,27.3417,25.866,26.1481,26.7097,28.0572,29.6239,26.1779,22.8487,21.7992,26.1048,29.4403,26.018,24.013,26.1999,25.7124,25.5525,28.0795,33.9315,30.6237,24.5064,23.098,21.1902,30.7634,32.1443,31.6695,26.8838,29.2189,27.6107,29.0852,29.7679,29.697,24.5643,23.626,23.8414,24.3545,26.0444,26.8249,26.9267,25.2249,27.6672,29.2274,32.0728,31.9632,25.538,24.2162,26.2504,23.8306,25.4197,29.4043,24.3559,27.2378,27.9829,30.3557,30.6977,30.5064,25.152,23.1058,24.6055,25.8509
