Origin,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12
FWA,24.0,37.0,21.0,10.0,5.0,19.0,12.0,15.0,3.0,0.0,14.0,11.0,6.0,5.0,4.0,0.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,12.0,6.0,5.0,13.0,8.0,1.0,8.0,7.0,4.0,7.0,3.0,2.0,9.0,13.0,14.0,7.0,2.0,5.0,13.0,4.0,15.0,7.0,5.0,10.0,6.0,29.0,18.0,3.0,10.0,11.0,4.0,12.0,3.0,5.0,3.0,9.0,13.0
GCC,3.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,4.0,5.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,6.0,5.0,2.0
GCK,2.0,9.0,3.0,2.0,3.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,,,,,,1.0,0.0,3.0,1.0,0.0,1.0,1.0,4.0,0.0,2.0,0.0,,,,,,,,,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,4.0,10.0,5.0,8.0,3.0,2.0,8.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0
GEG,13.0,3.0,6.0,0.0,3.0,6.0,1.0,2.0,1.0,2.0,8.0,6.0,10.0,5.0,10.0,6.0,1.0,3.0,6.0,6.0,0.0,1.0,0.0,9.0,13.0,9.0,0.0,0.0,0.0,2.0,2.0,5.0,7.0,21.0,8.0,6.0,13.0,1.0,0.0,1.0,3.0,5.0,6.0,11.0,5.0,6.0,3.0,4.0,15.0,16.0,10.0,7.0,3.0,10.0,2.0,4.0,12.0,3.0,9.0,5.0
GFK,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,5.0,2.0,7.0,8.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,6.0,10.0,7.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,9.0
GGG,2.0,8.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,,,1.0,1.0,3.0,2.0,1.0,5.0,0.0,0.0,0.0,2.0,2.0,,,,,,,,,,,,2.0,7.0,2.0,3.0,2.0,4.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,4.0,8.0,7.0,2.0,1.0,0.0,3.0,0.0,0.0
GJT,5.0,8.0,3.0,3.0,4.0,3.0,4.0,1.0,0.0,1.0,2.0,6.0,2.0,1.0,3.0,5.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,14.0,1.0,2.0,3.0,0.0,5.0,0.0,2.0,4.0,1.0,7.0,8.0,4.0,2.0,1.0,5.0,4.0,2.0
GNV,4.0,6.0,5.0,5.0,5.0,5.0,0.0,3.0,1.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,9.0,0.0,2.0,5.0,0.0,0.0,10.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,12.0,8.0,3.0,4.0,0.0,22.0,5.0,2.0,5.0,5.0,2.0,8.0,3.0,3.0,2.0,7.0,8.0,9.0,6.0,6.0,1.0,1.0,1.0,3.0
GPT,4.0,15.0,22.0,7.0,12.0,7.0,0.0,2.0,0.0,6.0,2.0,5.0,2.0,2.0,4.0,5.0,4.0,5.0,8.0,4.0,0.0,0.0,1.0,5.0,7.0,0.0,1.0,7.0,2.0,1.0,0.0,17.0,8.0,1.0,0.0,8.0,18.0,5.0,0.0,2.0,1.0,10.0,2.0,6.0,10.0,4.0,5.0,8.0,6.0,28.0,5.0,11.0,10.0,12.0,16.0,7.0,7.0,2.0,2.0,7.0
GRB,19.0,26.0,11.0,13.0,4.0,26.0,10.0,12.0,4.0,1.0,18.0,8.0,7.0,14.0,5.0,0.0,0.0,3.0,8.0,6.0,2.0,0.0,5.0,13.0,25.0,5.0,13.0,12.0,3.0,7.0,13.0,5.0,1.0,3.0,0.0,2.0,7.0,18.0,2.0,33.0,12.0,17.0,3.0,12.0,8.0,2.0,8.0,5.0,28.0,34.0,1.0,9.0,1.0,15.0,21.0,10.0,9.0,3.0,6.0,13.0
GRI,3.0,8.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,,,,,,,0.0,4.0,0.0,0.0,0.0,3.0,5.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,,,7.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,5.0,2.0,3.0,6.0,1.0,6.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0
GRK,9.0,45.0,34.0,18.0,19.0,13.0,3.0,3.0,0.0,10.0,2.0,10.0,0.0,1.0,1.0,7.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,3.0,1.0,1.0,2.0,10.0,7.0,0.0,0.0,9.0,17.0,9.0,3.0,5.0,3.0,2.0,8.0,5.0,6.0,3.0,1.0,9.0,3.0,3.0,4.0,14.0,17.0,18.0,5.0,8.0,8.0,5.0,0.0,4.0
GRR,40.0,49.0,30.0,15.0,16.0,29.0,16.0,18.0,9.0,5.0,19.0,35.0,19.0,25.0,11.0,4.0,3.0,10.0,26.0,15.0,7.0,4.0,4.0,24.0,27.0,9.0,24.0,24.0,5.0,15.0,23.0,21.0,5.0,1.0,2.0,8.0,37.0,30.0,26.0,26.0,24.0,44.0,24.0,48.0,14.0,7.0,30.0,25.0,114.0,76.0,19.0,40.0,28.0,37.0,54.0,37.0,28.0,19.0,21.0,21.0
GSO,44.0,66.0,37.0,13.0,17.0,23.0,21.0,16.0,5.0,4.0,4.0,10.0,34.0,16.0,4.0,5.0,4.0,16.0,38.0,27.0,1.0,4.0,5.0,11.0,7.0,10.0,29.0,24.0,10.0,9.0,23.0,15.0,10.0,7.0,1.0,18.0,40.0,24.0,40.0,17.0,26.0,61.0,39.0,43.0,28.0,22.0,13.0,59.0,43.0,32.0,9.0,32.0,43.0,41.0,36.0,51.0,17.0,15.0,6.0,9.0
GSP,14.0,40.0,19.0,8.0,10.0,14.0,3.0,8.0,1.0,3.0,9.0,12.0,30.0,14.0,7.0,4.0,4.0,10.0,21.0,18.0,6.0,2.0,3.0,8.0,12.0,3.0,5.0,20.0,6.0,5.0,14.0,13.0,10.0,1.0,0.0,15.0,27.0,20.0,18.0,9.0,14.0,61.0,23.0,23.0,20.0,8.0,14.0,54.0,34.0,18.0,10.0,34.0,30.0,52.0,41.0,38.0,19.0,10.0,16.0,12.0
GST,,,,,,0.0,1.0,0.0,,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,2.0,0.0,2.0,,,,,,,,,,0.0,1.0,1.0,,,,,,,,,,0.0,0.0,0.0,,,,
GTF,3.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0
GTR,0.0,8.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
GUC,5.0,8.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,,0.0,5.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,0.0,3.0,5.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,,,,2.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,,1.0
GUM,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
HDN,1.0,3.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0,,8.0,7.0,2.0,3.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,8.0,12.0,1.0,0.0,0.0,0.0,,3.0,1.0,0.0,0.0,,1.0,3.0,7.0,8.0,1.0,,0.0,0.0,0.0,1.0,0.0,1.0,3.0,11.0,4.0,6.0,0.0,,1.0,2.0,1.0,,,,1.0
HGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
HHH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,10.0,4.0,1.0,12.0,4.0,5.0,0.0,9.0,0.0,3.0,4.0,4.0,16.0,0.0,0.0,3.0
HIB,2.0,0.0,0.0,2.0,3.0,7.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,7.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
HLN,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNL,16.0,14.0,25.0,15.0,13.0,14.0,20.0,34.0,12.0,14.0,3.0,8.0,12.0,7.0,7.0,7.0,13.0,17.0,10.0,14.0,6.0,5.0,8.0,7.0,11.0,9.0,12.0,8.0,10.0,12.0,12.0,21.0,8.0,20.0,13.0,8.0,8.0,8.0,16.0,10.0,5.0,13.0,8.0,19.0,24.0,6.0,11.0,6.0,5.0,6.0,7.0,10.0,6.0,17.0,7.0,18.0,13.0,11.0,9.0,12.0
HOB,6.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,7.0,3.0,0.0,1.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0
HOU,70.0,114.0,79.0,31.0,136.0,111.0,34.0,63.0,26.0,26.0,47.0,63.0,68.0,31.0,56.0,119.0,45.0,79.0,135.0,39.0,15.0,25.0,6.0,34.0,61.0,27.0,42.0,62.0,32.0,69.0,36.0,896.0,472.0,26.0,8.0,51.0,192.0,85.0,61.0,62.0,62.0,65.0,61.0,79.0,59.0,79.0,23.0,50.0,73.0,175.0,288.0,358.0,340.0,179.0,89.0,82.0,141.0,85.0,45.0,36.0
HPN,77.0,66.0,35.0,7.0,5.0,32.0,7.0,10.0,6.0,3.0,9.0,25.0,22.0,16.0,6.0,2.0,5.0,11.0,14.0,10.0,6.0,17.0,1.0,13.0,19.0,30.0,31.0,10.0,6.0,13.0,7.0,14.0,47.0,2.0,3.0,6.0,51.0,27.0,88.0,21.0,30.0,32.0,14.0,13.0,12.0,23.0,19.0,16.0,60.0,42.0,21.0,20.0,20.0,25.0,36.0,34.0,27.0,10.0,6.0,20.0
HRL,7.0,0.0,3.0,4.0,10.0,8.0,1.0,3.0,1.0,6.0,3.0,3.0,4.0,0.0,2.0,8.0,1.0,5.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,5.0,4.0,2.0,3.0,38.0,13.0,0.0,0.0,3.0,15.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,5.0,2.0,6.0,7.0,19.0,13.0,21.0,8.0,8.0,10.0,7.0,3.0,2.0
HSV,6.0,21.0,5.0,10.0,6.0,12.0,3.0,9.0,4.0,0.0,3.0,4.0,1.0,1.0,4.0,3.0,3.0,7.0,3.0,16.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,13.0,2.0,4.0,4.0,17.0,16.0,2.0,1.0,12.0,24.0,15.0,15.0,5.0,9.0,27.0,7.0,16.0,20.0,15.0,9.0,14.0,22.0,17.0,7.0,12.0,23.0,24.0,23.0,30.0,12.0,11.0,11.0,11.0
HTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,3.0,12.0,5.0,2.0,7.0,3.0,2.0,1.0,0.0,0.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
HVN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,7.0,23.0,8.0,10.0,12.0,10.0,7.0,3.0,3.0,5.0,6.0,4.0,10.0,4.0,8.0,3.0,10.0,10.0,3.0,0.0,0.0,0.0,3.0
HYA,,,,,,1.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,1.0,,,,,,,,0.0,0.0,0.0,1.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,
HYS,2.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,5.0,1.0,2.0,0.0,0.0,1.0,1.0,6.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,3.0,0.0,3.0,4.0,2.0,4.0,1.0,0.0,5.0,0.0,13.0,6.0,9.0,4.0,11.0,3.0,0.0,1.0,0.0,4.0,6.0,4.0
IAD,79.0,143.0,87.0,25.0,21.0,75.0,36.0,34.0,9.0,11.0,17.0,29.0,250.0,32.0,27.0,26.0,9.0,39.0,40.0,34.0,9.0,26.0,7.0,21.0,18.0,18.0,78.0,28.0,14.0,36.0,39.0,43.0,53.0,8.0,6.0,20.0,125.0,56.0,217.0,45.0,116.0,117.0,75.0,122.0,77.0,28.0,42.0,55.0,146.0,100.0,84.0,73.0,68.0,98.0,144.0,122.0,52.0,45.0,21.0,38.0
IAG,2.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0,3.0,7.0,2.0,6.0,4.0,3.0,4.0,4.0,3.0,2.0,0.0,1.0,0.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,1.0,1.0,3.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0
IAH,139.0,238.0,184.0,207.0,356.0,366.0,123.0,157.0,36.0,92.0,79.0,245.0,165.0,57.0,99.0,355.0,199.0,311.0,159.0,110.0,25.0,57.0,19.0,95.0,94.0,37.0,87.0,79.0,136.0,77.0,121.0,1949.0,878.0,23.0,3.0,45.0,684.0,89.0,202.0,36.0,99.0,74.0,73.0,96.0,110.0,82.0,63.0,204.0,97.0,171.0,168.0,332.0,491.0,261.0,144.0,104.0,660.0,67.0,28.0,57.0
ICT,25.0,26.0,20.0,13.0,12.0,28.0,11.0,11.0,2.0,6.0,19.0,28.0,2.0,12.0,12.0,13.0,3.0,11.0,8.0,9.0,4.0,1.0,3.0,18.0,9.0,2.0,10.0,12.0,6.0,3.0,17.0,17.0,7.0,1.0,0.0,7.0,12.0,18.0,10.0,9.0,9.0,15.0,10.0,8.0,9.0,13.0,16.0,13.0,36.0,35.0,19.0,32.0,53.0,24.0,18.0,16.0,18.0,13.0,7.0,7.0
IDA,6.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,3.0,4.0,5.0,2.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,8.0,4.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,3.0,0.0,1.0,1.0,1.0
IFP,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
ILG,0.0,3.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILM,0.0,6.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,3.0,4.0,1.0,0.0,0.0,1.0,4.0,5.0,0.0,8.0,0.0,4.0,5.0,0.0,0.0,6.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,8.0,44.0,3.0,14.0,9.0,10.0,48.0,20.0,18.0,114.0,12.0,6.0,13.0,9.0,14.0,11.0,14.0,7.0,8.0,15.0,12.0,45.0,3.0,2.0,4.0
IMT,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0
IND,74.0,71.0,51.0,19.0,25.0,51.0,37.0,32.0,15.0,8.0,27.0,39.0,47.0,31.0,17.0,13.0,12.0,18.0,53.0,39.0,4.0,9.0,1.0,31.0,32.0,22.0,31.0,40.0,12.0,18.0,24.0,32.0,40.0,5.0,2.0,23.0,98.0,60.0,120.0,50.0,65.0,68.0,93.0,113.0,40.0,19.0,62.0,36.0,178.0,103.0,72.0,93.0,90.0,76.0,94.0,85.0,49.0,21.0,25.0,29.0
INL,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
ISN,2.0,17.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,1.0,6.0,4.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,,
ISP,25.0,38.0,23.0,23.0,3.0,12.0,2.0,5.0,0.0,0.0,0.0,4.0,31.0,8.0,4.0,0.0,2.0,7.0,17.0,0.0,1.0,12.0,0.0,4.0,8.0,18.0,22.0,2.0,1.0,6.0,1.0,7.0,31.0,2.0,0.0,4.0,42.0,5.0,93.0,4.0,11.0,10.0,11.0,5.0,10.0,1.0,3.0,2.0,7.0,13.0,9.0,8.0,7.0,15.0,10.0,9.0,14.0,0.0,1.0,3.0
ITH,,2.0,,0.0,,,,,,,,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
ITO,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,4.0,4.0,3.0,3.0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0
JAC,10.0,13.0,2.0,2.0,0.0,5.0,0.0,3.0,4.0,0.0,1.0,14.0,3.0,3.0,5.0,3.0,0.0,1.0,3.0,10.0,0.0,1.0,3.0,4.0,10.0,20.0,3.0,1.0,0.0,1.0,8.0,3.0,1.0,0.0,0.0,5.0,7.0,2.0,5.0,1.0,0.0,4.0,3.0,4.0,2.0,1.0,0.0,4.0,11.0,26.0,10.0,2.0,0.0,4.0,4.0,6.0,1.0,2.0,2.0,0.0
JAN,5.0,52.0,32.0,12.0,19.0,18.0,5.0,6.0,1.0,7.0,8.0,12.0,2.0,1.0,7.0,8.0,4.0,13.0,8.0,15.0,1.0,0.0,0.0,5.0,21.0,0.0,4.0,15.0,3.0,2.0,4.0,30.0,21.0,1.0,0.0,10.0,29.0,10.0,12.0,2.0,10.0,25.0,7.0,11.0,17.0,16.0,8.0,18.0,10.0,12.0,16.0,21.0,25.0,31.0,11.0,20.0,27.0,19.0,6.0,13.0
JAX,21.0,56.0,26.0,13.0,17.0,22.0,11.0,11.0,5.0,7.0,9.0,20.0,45.0,24.0,11.0,7.0,5.0,16.0,37.0,24.0,24.0,94.0,3.0,23.0,15.0,11.0,19.0,42.0,21.0,16.0,16.0,29.0,152.0,4.0,3.0,22.0,98.0,19.0,73.0,27.0,44.0,56.0,69.0,73.0,27.0,17.0,20.0,21.0,60.0,39.0,36.0,54.0,40.0,41.0,58.0,63.0,144.0,13.0,7.0,9.0
JFK,462.0,483.0,403.0,97.0,81.0,100.0,92.0,77.0,36.0,31.0,56.0,35.0,482.0,114.0,12.0,36.0,13.0,50.0,211.0,149.0,10.0,80.0,8.0,44.0,108.0,276.0,374.0,155.0,210.0,120.0,178.0,155.0,346.0,125.0,8.0,21.0,723.0,102.0,796.0,213.0,139.0,112.0,454.0,584.0,93.0,33.0,139.0,48.0,207.0,252.0,100.0,265.0,105.0,164.0,358.0,320.0,97.0,97.0,16.0,55.0
JLN,4.0,8.0,6.0,2.0,4.0,1.0,2.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,4.0,0.0,0.0,,,,,,,,,1.0,0.0,0.0,0.0,,,,6.0,7.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,5.0,0.0,2.0,6.0,8.0,7.0,4.0,3.0,5.0,5.0,6.0
JMS,13.0,9.0,3.0,2.0,1.0,0.0,2.0,8.0,5.0,0.0,6.0,10.0,5.0,2.0,7.0,3.0,0.0,3.0,1.0,1.0,2.0,0.0,5.0,21.0,12.0,2.0,8.0,3.0,1.0,0.0,0.0,1.0,3.0,1.0,6.0,14.0,6.0,0.0,8.0,3.0,0.0,0.0,1.0,4.0,0.0,7.0,11.0,7.0,9.0,4.0,10.0,6.0,6.0,3.0,2.0,3.0,0.0,11.0,6.0,5.0
JNU,7.0,7.0,1.0,3.0,2.0,6.0,3.0,1.0,4.0,6.0,6.0,9.0,11.0,1.0,3.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,3.0,10.0,7.0,1.0,0.0,3.0,4.0,1.0,4.0,5.0,8.0,6.0,6.0,9.0,2.0,2.0,0.0,0.0,3.0,2.0,2.0,1.0,2.0,3.0,8.0,33.0,4.0,1.0,2.0,2.0,1.0,1.0,6.0,1.0,2.0,8.0,13.0
KOA,4.0,4.0,6.0,3.0,2.0,3.0,4.0,8.0,3.0,0.0,2.0,1.0,1.0,0.0,3.0,5.0,4.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,5.0,2.0,6.0,9.0,3.0,1.0,6.0,5.0,5.0,3.0,3.0,4.0,5.0,5.0,7.0,9.0,4.0,13.0,6.0,3.0,10.0,2.0,9.0,2.0,5.0,5.0,8.0,4.0,1.0,5.0,0.0,5.0,1.0,4.0,4.0,2.0
KTN,8.0,4.0,0.0,7.0,2.0,2.0,0.0,2.0,1.0,4.0,1.0,1.0,6.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,2.0,1.0,3.0,7.0,6.0,8.0,2.0,0.0,1.0,4.0,1.0,3.0,1.0,0.0,4.0,6.0,3.0,2.0,3.0,2.0,0.0,4.0,2.0,1.0,0.0,0.0,1.0,5.0,7.0,1.0,3.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,3.0,4.0
LAN,4.0,6.0,2.0,4.0,1.0,7.0,3.0,3.0,3.0,2.0,6.0,8.0,3.0,10.0,5.0,1.0,2.0,2.0,12.0,5.0,2.0,0.0,2.0,6.0,6.0,1.0,10.0,7.0,1.0,1.0,4.0,3.0,0.0,1.0,0.0,2.0,6.0,10.0,6.0,7.0,6.0,5.0,1.0,5.0,4.0,1.0,6.0,5.0,18.0,23.0,2.0,11.0,4.0,6.0,11.0,9.0,0.0,0.0,2.0,3.0
LAR,0.0,3.0,1.0,4.0,5.0,4.0,0.0,1.0,1.0,1.0,2.0,3.0,0.0,3.0,7.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,7.0,4.0,3.0,3.0,1.0,0.0,0.0,5.0,5.0,5.0
