Origin,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12
ONT,15.0,31.0,12.0,15.0,19.0,12.0,23.0,12.0,16.0,6.0,5.0,22.0,25.0,20.0,27.0,13.0,12.0,18.0,37.0,14.0,4.0,17.0,3.0,32.0,45.0,34.0,7.0,25.0,10.0,16.0,16.0,28.0,13.0,20.0,10.0,24.0,11.0,11.0,12.0,9.0,6.0,9.0,16.0,27.0,14.0,19.0,10.0,14.0,29.0,39.0,46.0,18.0,42.0,27.0,22.0,23.0,47.0,10.0,11.0,18.0
ORD,1118.0,1699.0,703.0,508.0,289.0,1223.0,482.0,563.0,284.0,50.0,809.0,870.0,359.0,604.0,215.0,85.0,199.0,221.0,763.0,417.0,126.0,102.0,99.0,770.0,320.0,203.0,507.0,260.0,198.0,472.0,667.0,462.0,301.0,115.0,50.0,164.0,578.0,1057.0,504.0,200.0,741.0,1075.0,423.0,761.0,458.0,151.0,961.0,227.0,2816.0,1167.0,462.0,1030.0,518.0,736.0,1138.0,793.0,896.0,165.0,581.0,259.0
ORF,28.0,76.0,41.0,15.0,10.0,38.0,8.0,11.0,6.0,1.0,6.0,24.0,44.0,29.0,7.0,10.0,4.0,22.0,49.0,27.0,7.0,25.0,6.0,13.0,35.0,3.0,14.0,29.0,12.0,12.0,13.0,31.0,11.0,9.0,1.0,17.0,170.0,41.0,120.0,35.0,46.0,87.0,79.0,89.0,96.0,30.0,24.0,27.0,52.0,55.0,73.0,53.0,43.0,72.0,85.0,79.0,104.0,27.0,10.0,23.0
ORH,10.0,8.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,3.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,5.0,0.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,1.0,1.0,9.0,0.0,0.0,2.0,3.0,2.0,6.0,1.0,10.0,4.0,5.0,6.0,1.0,1.0,1.0,0.0,5.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,0.0,3.0,2.0
OTH,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,1.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,3.0,6.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,5.0
OTZ,1.0,6.0,1.0,0.0,2.0,0.0,5.0,0.0,1.0,1.0,4.0,2.0,0.0,2.0,6.0,0.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0,4.0,5.0,4.0,2.0,0.0,2.0,2.0,5.0,0.0,1.0,1.0,5.0,6.0,2.0,9.0,5.0,0.0,4.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,10.0,1.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0
OWB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0
PAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,4.0,0.0,0.0,0.0,11.0,0.0,5.0,10.0
PAH,3.0,9.0,8.0,2.0,1.0,5.0,1.0,3.0,1.0,2.0,6.0,5.0,4.0,5.0,1.0,0.0,0.0,1.0,4.0,2.0,1.0,0.0,0.0,7.0,8.0,0.0,2.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,2.0,7.0,6.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,0.0,4.0,1.0,19.0,18.0,7.0,4.0,2.0,7.0,3.0,2.0,2.0,0.0,5.0,1.0
PBG,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,1.0,1.0,3.0,0.0,1.0,0.0,4.0,1.0,4.0,0.0
PBI,74.0,110.0,61.0,19.0,13.0,18.0,15.0,9.0,4.0,6.0,13.0,18.0,111.0,37.0,9.0,11.0,4.0,13.0,25.0,23.0,2.0,72.0,3.0,28.0,35.0,57.0,73.0,58.0,31.0,28.0,26.0,28.0,191.0,12.0,0.0,25.0,97.0,23.0,146.0,21.0,16.0,16.0,30.0,38.0,12.0,10.0,21.0,12.0,54.0,26.0,29.0,50.0,20.0,32.0,21.0,24.0,124.0,6.0,1.0,10.0
PDX,16.0,24.0,15.0,18.0,24.0,32.0,10.0,14.0,6.0,6.0,9.0,44.0,33.0,18.0,26.0,18.0,11.0,30.0,55.0,27.0,3.0,8.0,5.0,109.0,207.0,33.0,17.0,26.0,32.0,29.0,22.0,29.0,29.0,55.0,20.0,35.0,41.0,18.0,53.0,25.0,27.0,27.0,38.0,53.0,23.0,26.0,24.0,27.0,57.0,80.0,62.0,28.0,30.0,41.0,39.0,22.0,13.0,16.0,33.0,24.0
PGD,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,3.0,4.0,5.0,1.0,,,,,,,,,4.0,0.0,2.0,0.0,1.0,10.0,1.0,0.0,1.0,0.0,3.0,0.0,2.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,6.0
PGV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,19.0,3.0,5.0,32.0,4.0,0.0,,,,,,,,,,2.0,1.0,0.0,0.0
PHF,1.0,11.0,6.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,24.0,3.0,7.0,6.0,3.0,32.0,4.0,2.0,16.0,3.0,0.0,4.0,0.0,0.0,0.0,2.0,6.0,5.0,7.0,9.0,11.0,1.0,3.0,2.0
PHL,300.0,240.0,256.0,16.0,50.0,55.0,23.0,47.0,22.0,19.0,21.0,44.0,345.0,78.0,36.0,18.0,17.0,34.0,86.0,63.0,10.0,62.0,8.0,79.0,87.0,101.0,234.0,85.0,61.0,92.0,130.0,118.0,214.0,21.0,12.0,42.0,385.0,110.0,913.0,135.0,222.0,299.0,443.0,329.0,144.0,64.0,116.0,63.0,188.0,223.0,199.0,196.0,274.0,305.0,496.0,295.0,146.0,62.0,30.0,71.0
PHX,89.0,164.0,81.0,60.0,54.0,105.0,63.0,90.0,34.0,17.0,58.0,104.0,160.0,75.0,65.0,50.0,33.0,66.0,230.0,93.0,24.0,32.0,17.0,135.0,167.0,89.0,78.0,48.0,30.0,60.0,68.0,143.0,96.0,46.0,14.0,31.0,128.0,136.0,110.0,92.0,73.0,84.0,174.0,165.0,114.0,61.0,53.0,114.0,185.0,269.0,391.0,279.0,283.0,247.0,146.0,161.0,147.0,90.0,89.0,72.0
PIA,21.0,31.0,14.0,8.0,8.0,19.0,9.0,9.0,4.0,2.0,16.0,16.0,2.0,7.0,4.0,0.0,6.0,2.0,9.0,5.0,1.0,0.0,0.0,11.0,12.0,3.0,4.0,4.0,2.0,5.0,5.0,7.0,2.0,2.0,1.0,2.0,23.0,20.0,3.0,4.0,6.0,17.0,4.0,12.0,8.0,7.0,14.0,7.0,33.0,15.0,5.0,9.0,8.0,17.0,10.0,7.0,6.0,5.0,5.0,2.0
PIB,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,10.0,0.0,2.0,1.0,1.0,1.0,0.0,3.0,6.0,3.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,6.0,1.0,1.0,2.0,0.0,2.0,3.0,0.0,0.0
PIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,2.0,2.0,1.0,20.0,3.0,0.0,2.0,0.0,2.0,7.0,6.0,5.0,2.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,8.0
PIH,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,2.0,4.0,0.0,1.0,0.0,2.0,4.0,5.0
PIT,55.0,76.0,48.0,14.0,32.0,38.0,28.0,24.0,10.0,3.0,27.0,36.0,34.0,28.0,13.0,16.0,6.0,24.0,51.0,31.0,5.0,11.0,3.0,42.0,28.0,21.0,38.0,38.0,14.0,29.0,37.0,45.0,62.0,8.0,9.0,24.0,115.0,74.0,155.0,50.0,58.0,89.0,112.0,138.0,52.0,33.0,45.0,35.0,111.0,119.0,84.0,83.0,66.0,77.0,126.0,98.0,46.0,21.0,18.0,61.0
PLN,5.0,3.0,1.0,0.0,2.0,0.0,2.0,3.0,1.0,0.0,2.0,2.0,4.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,22.0,17.0,9.0,3.0,0.0,0.0,3.0,0.0,1.0,10.0,2.0,8.0,12.0,7.0,4.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,6.0,14.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0
PNS,14.0,26.0,22.0,7.0,8.0,8.0,4.0,7.0,1.0,4.0,1.0,10.0,5.0,5.0,1.0,7.0,2.0,11.0,9.0,11.0,0.0,0.0,0.0,5.0,6.0,0.0,1.0,21.0,5.0,1.0,1.0,19.0,13.0,13.0,0.0,15.0,26.0,10.0,8.0,10.0,9.0,38.0,16.0,10.0,15.0,43.0,3.0,13.0,13.0,36.0,4.0,30.0,32.0,30.0,26.0,21.0,17.0,11.0,4.0,4.0
PPG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
PSC,5.0,1.0,1.0,1.0,3.0,1.0,6.0,3.0,0.0,0.0,1.0,7.0,1.0,6.0,6.0,5.0,3.0,0.0,1.0,0.0,0.0,6.0,2.0,11.0,23.0,9.0,4.0,4.0,1.0,3.0,0.0,1.0,0.0,12.0,5.0,5.0,13.0,4.0,5.0,4.0,2.0,0.0,2.0,3.0,1.0,0.0,0.0,2.0,4.0,6.0,3.0,1.0,0.0,4.0,1.0,0.0,5.0,4.0,7.0,7.0
PSE,2.0,2.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,8.0,4.0,22.0,16.0,2.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0
PSG,1.0,2.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0
PSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
PSP,12.0,17.0,7.0,14.0,4.0,6.0,9.0,4.0,3.0,0.0,5.0,20.0,28.0,9.0,25.0,13.0,0.0,4.0,9.0,1.0,0.0,13.0,3.0,40.0,26.0,21.0,6.0,6.0,5.0,4.0,1.0,2.0,0.0,10.0,3.0,2.0,10.0,6.0,15.0,13.0,6.0,4.0,2.0,3.0,3.0,2.0,12.0,10.0,39.0,42.0,32.0,16.0,10.0,9.0,8.0,4.0,12.0,4.0,12.0,24.0
PUB,5.0,1.0,0.0,4.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,9.0,6.0,4.0,2.0,6.0,2.0,2.0,0.0,3.0,3.0,2.0
PVD,75.0,90.0,28.0,3.0,3.0,23.0,6.0,19.0,1.0,6.0,6.0,13.0,40.0,38.0,15.0,3.0,0.0,18.0,38.0,17.0,3.0,15.0,5.0,25.0,41.0,55.0,64.0,24.0,16.0,19.0,21.0,23.0,44.0,13.0,3.0,17.0,99.0,29.0,166.0,16.0,40.0,40.0,57.0,35.0,21.0,14.0,22.0,14.0,61.0,55.0,35.0,39.0,23.0,28.0,54.0,39.0,28.0,10.0,12.0,32.0
PVU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0
PWM,14.0,28.0,18.0,11.0,6.0,13.0,16.0,10.0,6.0,2.0,2.0,14.0,22.0,21.0,2.0,8.0,2.0,18.0,51.0,34.0,9.0,2.0,8.0,18.0,14.0,30.0,32.0,20.0,20.0,20.0,23.0,30.0,8.0,7.0,0.0,6.0,77.0,29.0,120.0,18.0,12.0,36.0,54.0,76.0,21.0,9.0,28.0,14.0,36.0,26.0,12.0,19.0,19.0,39.0,63.0,45.0,8.0,10.0,3.0,8.0
RAP,6.0,8.0,6.0,1.0,15.0,4.0,0.0,3.0,0.0,3.0,2.0,3.0,2.0,10.0,2.0,5.0,0.0,1.0,7.0,4.0,0.0,0.0,0.0,11.0,0.0,1.0,3.0,0.0,0.0,1.0,5.0,3.0,1.0,2.0,0.0,2.0,14.0,5.0,4.0,8.0,3.0,3.0,1.0,0.0,4.0,2.0,3.0,12.0,7.0,3.0,16.0,31.0,12.0,13.0,12.0,8.0,6.0,12.0,21.0,9.0
RDD,7.0,4.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,5.0,3.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,2.0,11.0,10.0,9.0,2.0,13.0,3.0,3.0,1.0,4.0,1.0,8.0,1.0,0.0,3.0,0.0,7.0,0.0,4.0,0.0,0.0,9.0,1.0,0.0,4.0,5.0,11.0,16.0,6.0,1.0,2.0,3.0,0.0,1.0,9.0,0.0,4.0,6.0
RDM,7.0,5.0,0.0,0.0,0.0,3.0,4.0,2.0,1.0,0.0,2.0,6.0,5.0,1.0,7.0,2.0,1.0,1.0,0.0,0.0,0.0,6.0,2.0,23.0,36.0,7.0,1.0,4.0,8.0,2.0,1.0,6.0,2.0,11.0,3.0,3.0,11.0,0.0,4.0,3.0,2.0,1.0,0.0,11.0,2.0,1.0,2.0,5.0,19.0,30.0,8.0,0.0,5.0,3.0,2.0,2.0,20.0,2.0,3.0,17.0
RDU,100.0,224.0,95.0,31.0,47.0,87.0,55.0,32.0,14.0,13.0,18.0,38.0,172.0,44.0,12.0,15.0,13.0,28.0,82.0,50.0,12.0,30.0,10.0,34.0,122.0,23.0,50.0,41.0,14.0,24.0,48.0,48.0,71.0,8.0,5.0,26.0,281.0,64.0,192.0,71.0,88.0,93.0,140.0,188.0,300.0,75.0,51.0,169.0,92.0,73.0,82.0,102.0,121.0,113.0,172.0,165.0,67.0,34.0,25.0,36.0
RFD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RHI,4.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,2.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,10.0,11.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
RIC,71.0,131.0,40.0,16.0,19.0,32.0,27.0,28.0,17.0,13.0,15.0,27.0,102.0,55.0,15.0,17.0,7.0,12.0,43.0,32.0,3.0,6.0,5.0,26.0,29.0,34.0,34.0,37.0,25.0,33.0,33.0,17.0,29.0,7.0,1.0,31.0,85.0,40.0,88.0,28.0,39.0,49.0,59.0,80.0,41.0,25.0,26.0,77.0,74.0,43.0,32.0,42.0,33.0,46.0,54.0,57.0,34.0,7.0,6.0,16.0
RKS,6.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,1.0,1.0,3.0,6.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,5.0,0.0,1.0,0.0,2.0,5.0,4.0
RNO,5.0,15.0,11.0,15.0,9.0,15.0,15.0,14.0,2.0,4.0,8.0,24.0,26.0,7.0,19.0,9.0,3.0,6.0,31.0,9.0,4.0,24.0,6.0,38.0,28.0,31.0,5.0,16.0,9.0,7.0,8.0,14.0,5.0,12.0,15.0,7.0,14.0,8.0,10.0,11.0,16.0,11.0,11.0,12.0,2.0,4.0,8.0,15.0,17.0,65.0,47.0,28.0,25.0,26.0,19.0,12.0,19.0,13.0,11.0,17.0
ROA,4.0,16.0,9.0,3.0,2.0,7.0,0.0,2.0,1.0,0.0,2.0,13.0,10.0,14.0,3.0,0.0,0.0,3.0,4.0,6.0,0.0,0.0,1.0,6.0,6.0,0.0,0.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,6.0,12.0,5.0,12.0,5.0,7.0,2.0,6.0,5.0,2.0,2.0,2.0,7.0,4.0,3.0,3.0,7.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,6.0
ROC,24.0,35.0,22.0,14.0,13.0,25.0,4.0,12.0,5.0,4.0,18.0,13.0,31.0,28.0,5.0,6.0,4.0,10.0,39.0,23.0,6.0,4.0,12.0,19.0,13.0,9.0,50.0,18.0,15.0,18.0,27.0,27.0,7.0,8.0,3.0,9.0,46.0,27.0,70.0,63.0,36.0,25.0,42.0,61.0,28.0,16.0,30.0,16.0,86.0,78.0,21.0,36.0,16.0,27.0,50.0,51.0,15.0,7.0,9.0,13.0
ROW,9.0,10.0,7.0,4.0,4.0,2.0,2.0,0.0,0.0,4.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,5.0,1.0,2.0,2.0,0.0,5.0,1.0,2.0,1.0,6.0,0.0,1.0,6.0,2.0,7.0,3.0,0.0,2.0,0.0,1.0,0.0,1.0
RST,16.0,14.0,7.0,2.0,0.0,7.0,5.0,3.0,3.0,0.0,13.0,9.0,1.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,5.0,4.0,5.0,3.0,1.0,5.0,12.0,4.0,3.0,3.0,2.0,5.0,13.0,13.0,8.0,12.0,5.0,8.0,2.0,9.0,5.0,10.0,5.0,6.0,37.0,50.0,8.0,16.0,5.0,10.0,11.0,7.0,6.0,1.0,6.0,2.0
RSW,48.0,106.0,52.0,8.0,12.0,20.0,12.0,18.0,2.0,6.0,17.0,31.0,75.0,48.0,21.0,17.0,5.0,6.0,33.0,22.0,5.0,2.0,5.0,61.0,54.0,38.0,72.0,53.0,22.0,18.0,19.0,24.0,228.0,10.0,1.0,21.0,99.0,40.0,115.0,19.0,14.0,19.0,28.0,25.0,13.0,11.0,34.0,11.0,113.0,45.0,42.0,73.0,24.0,19.0,22.0,24.0,7.0,14.0,9.0,19.0
SAF,13.0,13.0,4.0,2.0,4.0,5.0,6.0,4.0,0.0,4.0,3.0,6.0,1.0,1.0,2.0,1.0,5.0,4.0,2.0,4.0,2.0,0.0,2.0,3.0,11.0,1.0,3.0,5.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,4.0,8.0,4.0,1.0,0.0,14.0,5.0,3.0,4.0,8.0,10.0,3.0,2.0,1.0,0.0,2.0,1.0,1.0
SAN,57.0,107.0,75.0,51.0,70.0,85.0,69.0,64.0,23.0,19.0,99.0,85.0,107.0,60.0,61.0,63.0,49.0,91.0,127.0,76.0,37.0,41.0,19.0,80.0,133.0,142.0,103.0,65.0,58.0,73.0,49.0,121.0,82.0,65.0,50.0,56.0,120.0,50.0,93.0,51.0,81.0,66.0,73.0,88.0,43.0,46.0,75.0,75.0,113.0,198.0,223.0,182.0,229.0,122.0,84.0,86.0,73.0,68.0,67.0,83.0
SAT,35.0,59.0,34.0,19.0,45.0,38.0,17.0,19.0,6.0,20.0,17.0,42.0,18.0,10.0,17.0,34.0,18.0,38.0,44.0,30.0,6.0,9.0,1.0,24.0,26.0,10.0,15.0,31.0,9.0,39.0,23.0,115.0,54.0,5.0,7.0,28.0,73.0,36.0,20.0,18.0,23.0,43.0,36.0,37.0,35.0,21.0,15.0,27.0,43.0,42.0,90.0,96.0,66.0,75.0,40.0,33.0,30.0,39.0,15.0,8.0
SAV,25.0,29.0,21.0,6.0,9.0,17.0,14.0,7.0,1.0,3.0,6.0,10.0,14.0,13.0,2.0,4.0,0.0,6.0,18.0,31.0,6.0,64.0,3.0,12.0,12.0,9.0,14.0,28.0,14.0,13.0,14.0,22.0,66.0,8.0,1.0,17.0,86.0,14.0,48.0,13.0,15.0,58.0,46.0,51.0,15.0,26.0,13.0,19.0,30.0,25.0,12.0,30.0,25.0,37.0,44.0,38.0,89.0,7.0,6.0,10.0
SBA,16.0,16.0,3.0,10.0,15.0,16.0,14.0,9.0,6.0,1.0,1.0,21.0,18.0,12.0,19.0,7.0,7.0,4.0,8.0,1.0,1.0,17.0,5.0,15.0,24.0,28.0,14.0,19.0,8.0,4.0,2.0,15.0,0.0,20.0,7.0,11.0,7.0,9.0,19.0,9.0,9.0,3.0,6.0,11.0,10.0,5.0,4.0,6.0,19.0,21.0,13.0,8.0,12.0,7.0,3.0,40.0,21.0,4.0,5.0,14.0
SBN,16.0,23.0,5.0,8.0,5.0,5.0,6.0,9.0,4.0,0.0,9.0,11.0,8.0,13.0,8.0,0.0,2.0,1.0,5.0,5.0,1.0,2.0,3.0,20.0,7.0,2.0,8.0,10.0,3.0,6.0,4.0,4.0,8.0,4.0,0.0,10.0,20.0,21.0,4.0,2.0,4.0,6.0,3.0,11.0,5.0,3.0,11.0,12.0,53.0,20.0,3.0,8.0,11.0,5.0,2.0,7.0,9.0,2.0,4.0,1.0
SBP,8.0,13.0,6.0,3.0,3.0,4.0,11.0,6.0,4.0,4.0,0.0,7.0,16.0,4.0,7.0,3.0,1.0,0.0,1.0,0.0,1.0,9.0,5.0,12.0,7.0,7.0,8.0,14.0,4.0,4.0,1.0,9.0,7.0,9.0,1.0,1.0,15.0,7.0,9.0,3.0,2.0,2.0,2.0,9.0,8.0,4.0,2.0,5.0,23.0,12.0,10.0,2.0,4.0,4.0,2.0,1.0,15.0,9.0,26.0,13.0
SCC,2.0,5.0,4.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,4.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,2.0,1.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,4.0,6.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
SCE,2.0,5.0,3.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,3.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,5.0,10.0,2.0,8.0,1.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,6.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,4.0,0.0,13.0,4.0,1.0,7.0,1.0,0.0,1.0,3.0,0.0,0.0,4.0,0.0
SCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
SDF,25.0,65.0,45.0,14.0,9.0,28.0,8.0,7.0,1.0,1.0,14.0,15.0,19.0,21.0,5.0,4.0,8.0,15.0,25.0,16.0,1.0,7.0,4.0,15.0,10.0,4.0,22.0,22.0,5.0,6.0,11.0,27.0,16.0,4.0,4.0,18.0,60.0,42.0,50.0,15.0,25.0,71.0,44.0,51.0,33.0,19.0,32.0,26.0,42.0,40.0,19.0,32.0,57.0,40.0,54.0,42.0,36.0,24.0,16.0,16.0
